model,kernel,C,gamma,train_accuracy,test_accuracy,precision_macro,recall_macro,f1_macro,training_time,n_support_vectors
SVM_RBF,rbf,10,scale,0.96220729487099,0.928194828019081,0.9290409419294937,0.9283998045459908,0.928621025674582,0.9473268985748291,2708
