id,description_sentiment,host_about_sentiment,name_length,name_upper_ratio,desc_length,desc_word_count
1717642,0.9623,0.7184,39,0.1282051282051282,496,51
1728300,0.6369,0.9908,46,0.10869565217391304,333,31
1731316,0.0,0.9588,33,0.15151515151515152,0,0
1742509,0.6369,0.9908,47,0.1276595744680851,330,30
1743101,0.8757,0.9967,31,0.12903225806451613,359,40
1746543,0.8553,0.9855,28,0.10714285714285714,414,49
1746666,0.9215,0.9855,32,0.125,389,47
1750470,0.9459,0.9855,29,0.13793103448275862,320,35
1751254,0.9334,0.9855,33,0.12121212121212122,503,57
1758781,0.7096,0.9835,45,0.13333333333333333,325,37
1762939,0.8689,0.9809,49,0.061224489795918366,298,27
1766887,0.0,0.3612,33,0.09090909090909091,0,0
1792566,0.936,0.9432,35,0.08571428571428572,416,43
1811134,0.6369,0.9908,49,0.1836734693877551,333,31
1811602,0.3612,0.9908,49,0.12244897959183673,276,25
1831431,0.8398,0.9558,21,0.14285714285714285,397,37
1851985,0.8934,0.9728,49,0.1836734693877551,464,50
1854742,0.7365,0.9773,34,0.058823529411764705,256,26
1868816,-0.126,0.4404,27,0.14814814814814814,174,19
1873103,0.9287,0.9726,50,0.16,477,48
1880748,0.0,0.0,41,0.17073170731707318,432,49
1891351,0.9481,0.555,50,0.22,122,11
1898027,0.6369,0.9908,49,0.20408163265306123,333,31
1906699,0.9709,0.0,45,0.17777777777777778,499,58
1909693,0.5859,0.5994,26,0.038461538461538464,249,30
1917510,0.8442,0.9806,34,0.08823529411764706,254,28
1956508,0.9732,0.9661,47,0.14893617021276595,449,41
1960851,0.886,0.522,28,0.14285714285714285,496,49
1970250,0.9661,0.9792,56,0.14285714285714285,473,48
1970541,0.9495,0.9861,46,0.30434782608695654,458,49
1984267,0.4389,0.9474,31,0.12903225806451613,363,35
2020499,0.9868,0.9755,49,0.04081632653061224,521,51
2023443,0.0,0.8555,41,0.3170731707317073,280,34
2057123,0.872,0.8765,50,0.1,491,50
2111987,0.8475,0.9819,50,0.22,272,34
2122584,0.8834,0.9831,21,0.14285714285714285,323,37
2130260,0.25,0.902,49,0.10204081632653061,244,28
2145806,0.9392,0.9928,32,0.15625,244,24
2150364,0.3818,0.9853,35,0.11428571428571428,205,16
2150980,-0.4926,0.5267,42,0.023809523809523808,429,45
2150987,0.9557,0.9778,46,0.15217391304347827,211,21
2151531,0.5411,0.9853,47,0.1276595744680851,180,16
2153431,0.8172,0.9927,38,0.21052631578947367,496,46
2153882,0.9715,0.8957,48,0.1875,503,46
2164379,0.8126,0.0,43,0.11627906976744186,332,40
2214453,-0.2263,0.0,35,0.14285714285714285,269,29
2222269,0.8353,0.9911,50,0.16,489,57
2222902,0.7096,0.9897,20,0.15,502,56
2223857,0.9382,0.9897,17,0.17647058823529413,359,36
2223910,0.7845,0.9897,25,0.12,502,51
2242507,0.9608,0.0,26,0.15384615384615385,509,58
2303470,0.9324,0.9966,45,0.13333333333333333,447,50
2345741,-0.0387,0.0,38,0.13157894736842105,499,44
2360713,0.855,0.8689,34,0.8529411764705882,465,44
2362084,0.8553,0.5267,34,0.14705882352941177,248,28
2368033,0.9313,0.3612,49,0.061224489795918366,469,53
2395974,0.9552,0.9897,27,0.14814814814814814,316,32
2396129,0.891,0.9897,27,0.14814814814814814,424,47
2396438,0.8012,0.9897,26,0.11538461538461539,463,44
2396477,0.8126,0.9897,25,0.16,158,15
2396517,0.926,0.9897,25,0.16,299,27
2396568,0.981,0.9897,28,0.14285714285714285,486,48
2418835,0.7351,0.9897,26,0.15384615384615385,467,46
2463167,0.9622,0.5023,36,0.16666666666666666,500,51
2464739,0.9783,0.0,33,0.06060606060606061,498,59
2477615,0.9106,0.9893,34,0.14705882352941177,347,36
2479263,0.5606,0.0,43,0.11627906976744186,250,24
2483060,0.8928,0.9917,49,0.12244897959183673,246,23
2493673,0.9595,0.9893,32,0.1875,281,31
2493692,0.9228,0.9897,18,0.1111111111111111,516,52
2494569,0.9431,0.9893,30,0.16666666666666666,499,50
2495375,0.8827,0.9893,49,0.14285714285714285,289,30
2495693,0.9738,0.9893,29,0.1724137931034483,469,50
2508568,0.7707,0.5106,34,0.3235294117647059,255,22
2528690,0.9382,0.8718,50,0.16,226,22
2540298,0.4174,0.906,25,0.12,420,43
2546692,0.947,0.9855,36,0.1388888888888889,365,46
2551607,0.906,0.9957,34,0.14705882352941177,240,24
2582718,0.6369,0.9908,50,0.18,333,31
2598921,0.8658,0.8402,30,0.13333333333333333,208,21
2606578,0.8977,0.8655,50,0.2,457,47
2620322,0.8625,0.9601,35,0.17142857142857143,458,55
2633036,0.0,0.9922,47,0.14893617021276595,499,53
2636301,0.9628,0.8718,48,0.125,501,49
2664145,0.762,0.836,40,0.15,490,52
2679898,0.936,0.9897,21,0.14285714285714285,241,25
2695376,0.9042,0.9517,41,0.12195121951219512,455,50
2703885,0.91,0.9897,18,0.16666666666666666,237,26
2730356,0.69,0.9914,32,0.28125,282,25
2747722,0.6792,0.9474,41,0.12195121951219512,364,32
2763850,0.8689,0.9001,34,0.029411764705882353,263,32
2771788,0.5574,0.743,34,0.11764705882352941,247,21
2842251,0.9393,0.5994,35,0.05714285714285714,496,60
2847699,0.8176,0.8356,23,0.13043478260869565,423,40
2872652,0.8979,0.9716,34,0.14705882352941177,350,34
2886898,0.7906,0.9915,49,0.14285714285714285,354,43
2908382,0.93,0.9643,43,0.13953488372093023,509,54
2929077,0.3818,0.6369,47,0.1702127659574468,223,25
2934995,0.9611,0.9893,50,0.1,492,51
2934998,0.4724,0.9478,46,0.10869565217391304,499,54
2956102,0.9424,0.6749,25,0.16,187,18
2956374,0.4939,0.807,43,0.16279069767441862,440,49
2959224,0.0,0.8555,48,0.125,152,20
2989832,0.6808,0.8555,44,0.1590909090909091,254,31
2996178,0.5106,0.9806,48,0.20833333333333334,82,8
3006192,0.9201,0.0,46,0.08695652173913043,491,46
3039560,0.9705,0.9786,49,0.10204081632653061,524,49
3049232,0.9686,0.0,35,0.14285714285714285,250,28
3053045,0.7269,0.0,47,0.10638297872340426,434,47
3080062,0.743,0.0,22,0.18181818181818182,290,34
3092314,0.9274,0.9552,32,0.0625,245,23
3093987,0.9644,0.9806,42,0.11904761904761904,449,42
3096156,0.8999,0.9584,38,0.07894736842105263,337,34
3096262,0.8999,0.9584,50,0.04,348,35
3096277,0.8999,0.9584,40,0.125,337,34
3133590,0.9276,0.9474,47,0.1702127659574468,178,15
3138510,0.7717,0.8555,47,0.0851063829787234,316,39
3143981,0.9274,0.8271,35,0.08571428571428572,492,55
3153596,0.4404,0.9578,43,0.023255813953488372,422,49
3175848,0.9817,0.9897,33,0.030303030303030304,418,41
3177154,0.9666,0.0,48,0.125,471,43
3192233,0.9001,0.9905,48,0.14583333333333334,225,21
3198657,0.9726,0.9802,50,0.14,474,42
3220156,0.6808,0.8555,41,0.14634146341463414,254,31
3231295,0.6215,0.3939,40,0.075,344,34
3241905,0.6597,0.9967,30,0.13333333333333333,249,29
3248519,0.5994,0.5994,35,0.2,250,31
3251105,0.9493,0.9897,12,0.16666666666666666,473,47
3251171,0.8934,0.9897,22,0.18181818181818182,277,30
3251193,0.75,0.9897,20,0.15,503,51
3303184,0.6369,0.9908,41,0.12195121951219512,330,30
3303256,0.6369,0.9908,50,0.12,330,30
3339913,0.9508,0.9971,27,0.14814814814814814,437,52
3364074,0.7424,0.555,48,0.14583333333333334,416,40
3386693,0.4168,0.9423,24,0.125,496,49
3404401,0.743,0.9823,35,0.17142857142857143,230,26
3413201,0.8555,0.9337,26,0.038461538461538464,484,44
3433681,0.9752,0.0,48,0.125,507,52
3458257,0.9214,0.0,34,0.11764705882352941,250,28
3475437,0.9246,0.9528,38,0.10526315789473684,287,31
3489714,0.9643,0.0,21,0.14285714285714285,417,46
3511316,0.8579,0.9747,33,0.15151515151515152,330,34
3522000,0.8579,0.9747,47,0.14893617021276595,278,28
3522006,0.8926,0.5994,31,0.16129032258064516,234,25
3530257,0.6369,0.9908,50,0.2,333,31
3543408,0.8475,0.9886,50,0.18,474,44
3543996,0.2411,0.9196,28,0.14285714285714285,288,31
3551265,0.8588,0.0,35,0.17142857142857143,300,33
3563654,0.7003,0.9687,39,0.15384615384615385,202,24
3567771,0.7506,0.9897,24,0.125,225,21
3569322,0.7339,0.9806,50,0.12,206,22
3591240,0.9564,0.9928,50,0.22,474,46
3593229,0.9897,0.9432,43,0.16279069767441862,494,54
3617672,-0.296,0.9348,31,0.12903225806451613,171,20
3646609,0.6597,0.9967,30,0.13333333333333333,243,30
3662860,0.945,0.9378,47,0.1276595744680851,530,51
3667705,0.9403,0.555,50,0.18,486,53
3705096,0.9022,0.9348,34,0.14705882352941177,240,24
3710891,0.7717,0.0,34,0.058823529411764705,416,51
3720519,0.8807,0.8658,40,0.15,485,54
3732214,0.8519,0.9041,27,0.037037037037037035,141,14
3738133,0.953,0.9819,50,0.12,281,35
3791273,0.9153,0.9944,50,0.14,415,45
3835201,0.5994,0.836,35,0.14285714285714285,170,17
3890004,0.1901,0.9584,49,0.02040816326530612,513,47
3894253,0.1511,0.0,50,0.14,524,48
3904150,0.0,0.6369,29,0.6206896551724138,44,4
3904615,0.0,0.6369,32,0.65625,93,9
3908991,0.7845,0.9882,34,0.20588235294117646,255,27
3922420,0.9491,0.9661,50,0.12,475,46
3924737,-0.128,0.9729,35,0.08571428571428572,245,26
3952335,0.9381,0.9622,29,0.1724137931034483,493,52
3977368,0.0258,0.9642,34,0.8235294117647058,329,35
3984844,0.8647,0.6239,35,0.17142857142857143,390,39
3994720,-0.1027,0.9323,33,0.12121212121212122,320,30
4017146,0.807,0.9938,48,0.14583333333333334,526,51
4024737,0.8316,0.9652,43,0.023255813953488372,171,22
4025768,0.3382,0.9643,34,0.058823529411764705,245,27
4030387,0.4588,0.9642,35,0.08571428571428572,273,32
4037397,0.0,0.886,50,0.32,221,20
4038881,0.7034,0.0,16,0.125,246,30
4058301,-0.7906,0.8979,33,0.06060606060606061,248,26
4112462,0.7088,0.9559,35,0.14285714285714285,293,27
4146032,0.8807,0.9348,32,0.125,229,23
4172114,0.0258,0.0,49,0.061224489795918366,343,44
4174379,0.9348,0.9299,49,0.14285714285714285,302,36
4204480,0.7274,0.6369,19,0.10526315789473684,242,22
4219104,0.9432,0.9559,35,0.14285714285714285,254,27
4227110,0.7081,0.9988,50,0.24,675,59
4234318,-0.34,0.963,44,0.11363636363636363,444,47
4254652,0.4939,0.886,50,0.26,256,27
4255372,0.8779,0.9968,32,0.21875,345,37
4256683,0.5994,0.886,44,0.6818181818181818,265,30
4271026,-0.4678,0.9682,46,0.17391304347826086,249,26
4287705,0.6808,0.886,39,0.15384615384615385,286,31
4304429,0.0,0.886,33,0.3333333333333333,234,24
4305303,0.9851,0.9916,38,0.18421052631578946,446,40
4341122,0.8858,0.7955,29,0.13793103448275862,219,21
4350971,0.7964,0.0,50,0.76,245,26
4393392,0.5093,0.3818,38,0.15789473684210525,249,24
4403318,0.5719,0.0,50,0.76,235,24
4404394,0.8807,0.9911,45,0.15555555555555556,509,54
4412483,0.4435,0.0,34,0.14705882352941177,484,36
4421628,0.5719,0.9783,45,0.1111111111111111,445,53
4436522,0.4754,0.0,45,0.7777777777777778,228,23
4438968,0.9386,0.9892,40,0.125,471,42
4504426,0.9401,0.8475,50,0.2,455,41
4558846,0.0936,0.9795,28,0.03571428571428571,499,53
4564676,0.9662,0.9893,49,0.14285714285714285,483,51
4566622,0.7553,0.6696,35,0.11428571428571428,248,25
4567108,0.7783,0.0,40,0.175,410,43
4576460,0.9392,0.9337,44,0.11363636363636363,499,51
4580677,0.9396,0.9324,50,0.12,519,53
4585708,0.9607,0.9489,49,0.14285714285714285,466,49
4592724,0.4939,0.0,34,0.14705882352941177,199,23
4601701,0.9246,0.6369,49,0.12244897959183673,362,36
4602584,0.9399,0.9819,25,0.12,307,40
4605402,0.8858,0.9559,35,0.05714285714285714,245,25
4613374,0.539,0.9943,35,0.05714285714285714,273,30
4623080,-0.5255,0.765,33,0.15151515151515152,513,60
4624282,0.7163,0.9757,48,0.14583333333333334,500,49
4625371,0.9324,0.9856,47,0.1276595744680851,367,37
4639208,0.9741,0.9538,25,0.16,493,56
4646105,0.9516,0.9822,36,0.027777777777777776,319,38
4652671,0.9449,0.0,50,0.14,494,52
4661851,0.6597,0.9967,25,0.12,245,29
4720975,0.2732,0.0,16,0.1875,360,35
4726637,0.433,0.3612,41,0.12195121951219512,465,48
4745141,0.8481,0.0,48,0.16666666666666666,247,27
4796400,0.3919,0.9584,45,0.044444444444444446,416,42
4807730,0.9432,0.8555,35,0.14285714285714285,488,51
4821056,0.9324,0.9483,35,0.14285714285714285,222,21
4823752,0.8652,0.7777,35,0.08571428571428572,256,28
4841072,0.7761,0.8126,47,0.1702127659574468,365,37
4848200,0.8689,-0.1666,17,0.11764705882352941,594,62
4849873,0.9312,0.7579,47,0.10638297872340426,520,54
4863601,0.923,0.0,35,0.22857142857142856,465,45
4874770,0.3971,0.0,29,0.1724137931034483,194,23
4880628,0.6369,0.0,22,0.13636363636363635,250,27
4900694,0.6486,0.7777,35,0.11428571428571428,213,22
4951086,-0.4811,0.9808,33,0.12121212121212122,267,26
4951262,0.0,0.893,45,0.13333333333333333,366,44
4966895,0.0,0.9638,47,0.10638297872340426,471,46
4986250,0.8481,0.9273,24,0.4583333333333333,260,30
4995256,0.8519,0.9967,27,0.1111111111111111,360,41
4997312,0.9081,0.9577,31,0.12903225806451613,237,25
5006040,0.3818,0.908,41,0.07317073170731707,317,30
5014151,0.0258,0.8074,48,0.14583333333333334,316,37
5022765,0.9324,0.9856,42,0.11904761904761904,340,34
5037556,0.9671,0.9458,50,0.16,494,52
5041842,0.8802,0.555,50,0.12,392,43
5048035,0.5994,0.937,48,0.14583333333333334,362,44
5056676,0.4979,0.9808,28,0.14285714285714285,265,29
5067573,0.9647,0.9611,50,0.14,524,56
5086710,0.7351,0.0,19,0.15789473684210525,175,24
5095616,0.9521,0.9879,46,0.13043478260869565,499,56
5123563,0.9622,0.891,38,0.15789473684210525,515,52
5164484,0.9156,0.9776,46,0.21739130434782608,499,56
5172596,0.8475,0.9886,50,0.18,520,47
5231680,0.9324,0.9856,48,0.125,340,34
5268227,0.4588,0.0,50,0.14,500,46
5280149,0.0,0.7906,47,0.14893617021276595,76,8
5302973,0.8856,0.9917,43,0.13953488372093023,215,20
5305806,0.9231,0.0,30,0.13333333333333333,540,60
5305856,0.7717,0.9844,46,0.06521739130434782,499,51
5334268,0.6808,0.7146,33,0.030303030303030304,182,18
5335425,0.8802,0.9928,47,0.14893617021276595,453,43
5340296,0.8779,0.6369,32,0.15625,221,26
5347574,0.1154,0.0,50,0.04,492,53
5354901,0.9228,0.9371,25,0.16,498,45
5380942,0.9565,0.7146,48,0.041666666666666664,244,28
5395163,0.7777,0.9791,12,0.16666666666666666,481,48
5397075,0.9768,0.0,35,0.11428571428571428,554,59
5402083,0.9772,0.9402,44,0.13636363636363635,469,46
5402860,0.7351,0.0,18,0.16666666666666666,235,19
5428840,0.958,0.9458,43,0.13953488372093023,536,48
5445971,0.5473,0.9828,50,0.16,482,56
5446027,0.0,0.7906,47,0.14893617021276595,88,10
5447103,0.6124,0.8885,41,0.07317073170731707,159,18
5475645,0.7184,0.4215,17,0.11764705882352941,596,55
5480096,0.9062,0.9886,50,0.14,446,45
5480764,0.9744,0.0,39,0.15384615384615385,498,52
5482404,0.8313,0.981,29,0.27586206896551724,452,41
5525476,0.9371,0.908,29,0.1724137931034483,257,23
5536125,0.9467,0.0,45,0.06666666666666667,454,50
5571807,0.9516,0.8834,33,0.15151515151515152,442,47
5577085,0.8126,0.0,34,0.08823529411764706,222,28
5603755,0.5707,0.0,17,0.11764705882352941,245,28
5632809,0.3182,0.9617,35,0.17142857142857143,354,39
5681294,0.4939,0.4404,35,0.11428571428571428,81,9
5694066,0.8739,0.939,43,0.18604651162790697,404,43
5696509,0.8779,0.0,33,0.12121212121212122,185,23
5696748,0.807,0.0,30,0.16666666666666666,255,25
5730977,0.5319,0.3818,22,0.13636363636363635,516,51
5750685,0.128,0.4019,40,0.15,305,33
5751783,0.1531,0.9348,12,0.16666666666666666,291,30
5782655,0.8858,0.9869,50,0.12,287,32
5794886,0.9274,0.9214,34,0.11764705882352941,448,41
5812722,0.3375,0.996,36,0.1388888888888889,458,45
5862910,0.8045,0.9402,29,0.1724137931034483,463,48
5884420,0.987,0.9489,47,0.1276595744680851,508,50
5933019,0.9042,0.9041,29,0.0,358,41
5939370,0.836,0.9735,48,0.125,500,49
5945267,0.0,0.0,19,0.15789473684210525,226,28
5954430,0.8074,0.9403,24,0.125,411,46
6019194,0.3612,0.3612,20,0.2,218,28
6027216,0.9722,0.8287,32,0.15625,474,46
6031496,0.9302,0.8979,26,0.038461538461538464,222,18
6045875,0.9022,0.0,29,0.13793103448275862,250,26
6065743,0.9274,0.784,46,0.15217391304347827,504,50
6078653,0.8271,0.0,34,0.14705882352941177,222,23
6133424,0.7506,0.9802,48,0.2916666666666667,440,52
6133794,0.9515,0.988,30,0.16666666666666666,495,54
6183596,0.9577,0.9402,40,0.2,486,49
6187081,0.7402,0.9348,32,0.03125,79,8
6198037,0.9042,-0.636,41,0.14634146341463414,507,52
6207741,0.9669,0.9403,31,0.1935483870967742,414,49
6225410,0.9136,0.9726,47,0.1702127659574468,431,46
6233008,0.5932,0.6696,50,0.1,227,23
6246004,0.8757,0.9902,49,0.22448979591836735,463,55
6249847,0.6486,0.8834,31,0.0967741935483871,246,26
6250045,0.0,0.0,33,0.12121212121212122,342,37
6255485,0.9622,0.7652,50,0.16,343,32
6259515,0.2828,0.9382,46,0.17391304347826086,241,26
6259606,0.8176,0.0,50,0.16,355,36
6276379,0.7574,0.0,45,0.13333333333333333,258,24
6279041,0.743,0.9694,35,0.11428571428571428,148,17
6283858,0.7759,0.9062,49,0.10204081632653061,306,38
6291366,0.7964,0.9894,12,0.16666666666666666,399,45
6297376,0.802,0.9747,46,0.1956521739130435,379,34
6297581,0.802,0.9747,44,0.1590909090909091,382,34
6315136,0.0772,0.7184,30,0.13333333333333333,304,36
6325180,0.9036,0.9792,32,0.15625,325,36
6358412,0.7287,0.2942,32,0.0,502,53
6361851,0.4588,0.0,40,0.175,172,18
6362643,0.9732,0.9802,47,0.14893617021276595,495,50
6362729,0.9342,0.9022,40,0.125,250,27
6364563,0.0,0.7906,46,0.13043478260869565,79,8
6365464,0.0,0.7906,47,0.14893617021276595,91,10
6378414,0.6114,0.9928,50,0.14,254,26
6400759,0.5106,0.9769,34,0.08823529411764706,228,26
6415740,0.6533,0.8402,44,0.09090909090909091,498,51
6425559,-0.0772,0.0,39,0.1282051282051282,487,53
6454514,0.9325,0.9974,27,0.14814814814814814,239,26
6457714,0.4939,0.978,45,0.17777777777777778,319,37
6478435,-0.2244,0.0,50,0.18,492,55
6488434,-0.0,0.6369,16,0.125,515,48
