price,accommodates,bedrooms,beds,latitude,longitude,city,host_is_superhost,host_identity_verified,host_response_time,host_response_rate,instant_bookable,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,space_efficiency,price_per_bedroom,price_per_bathroom,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_label,property_type_frequency,neighbourhood_frequency,neighbourhood_label,value_category
82.0,2,1.0,1.0,37.73987,-122.4234,San Francisco,0.0,1.0,within an hour,1.0,0,1,21,10,40,70,250,1.0,82.0,82.0,False,True,False,37,0.0874849337083165,0.013057452792286,9,Excellent_Value
440.0,6,3.0,3.0,37.787330574056824,-122.4637141571302,San Francisco,1.0,1.0,within a few hours,0.8,1,2,85,7,7,7,63,1.0,146.66666666666666,146.66666666666666,True,False,False,14,0.2494977902772197,0.0095419847328244,50,Poor_Value
140.0,2,1.0,1.0,37.77664,-122.45586,San Francisco,1.0,1.0,within a day,1.0,0,30,365,0,0,3,93,1.0,140.0,140.0,True,False,False,18,0.2372940940136601,0.0095419847328244,50,Excellent_Value
59.0,1,1.0,1.0,37.79233,-122.42431,San Francisco,1.0,1.0,within an hour,1.0,0,30,31,30,60,90,270,1.0,59.0,39.333333333333336,False,True,False,40,0.0393230212936922,0.0075331458417034,93,Excellent_Value
190.0,4,2.0,3.0,37.74633,-122.44591,San Francisco,1.0,1.0,within a few hours,1.0,0,30,365,10,10,10,254,1.5,95.0,126.66666666666669,True,False,False,18,0.2372940940136601,0.0005524306950582,28,Poor_Value
123.0,1,1.0,1.0,37.79961,-122.42771,San Francisco,1.0,1.0,within a few hours,1.0,0,30,365,0,0,0,185,1.0,123.0,123.0,True,False,False,18,0.2372940940136601,0.0154178384893531,64,Fair_Value
80.0,2,1.0,1.0,37.75045,-122.44956,San Francisco,1.0,1.0,within a few hours,1.0,0,30,365,2,24,54,329,1.0,80.0,80.0,True,False,False,18,0.2372940940136601,0.0028123744475693,128,Excellent_Value
154.0,4,2.0,2.0,37.75981,-122.4188,San Francisco,1.0,1.0,within an hour,0.92,0,30,365,12,12,37,282,1.0,77.0,154.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
175.0,2,1.0,2.0,37.76973,-122.44695,San Francisco,1.0,0.0,within a few hours,1.0,0,30,180,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0124045801526717,48,Fair_Value
85.0,2,0.0,1.0,37.79203,-122.40284,San Francisco,1.0,1.0,within a few hours,0.9,0,30,1125,6,6,6,216,1.0,113.0,85.0,True,False,False,18,0.2372940940136601,0.0132583366813981,41,Excellent_Value
99.0,2,0.0,1.0,37.79175,-122.4045,San Francisco,1.0,1.0,within a few hours,0.9,0,30,1125,0,0,0,171,1.0,113.0,99.0,True,False,False,18,0.2372940940136601,0.0082864604258738,15,Excellent_Value
261.0,4,2.0,2.0,37.73604,-122.43777,San Francisco,1.0,1.0,within an hour,1.0,0,3,28,4,13,38,299,1.0,130.5,261.0,True,False,False,18,0.2372940940136601,0.002360385697067,44,Poor_Value
100.0,1,1.0,1.0,37.75117,-122.42567,San Francisco,0.0,0.0,a few days or more,0.0,0,30,45,2,32,62,337,1.0,100.0,100.0,False,True,False,37,0.0874849337083165,0.0116512655685014,77,Excellent_Value
175.0,2,2.0,2.0,37.74554,-122.412,San Francisco,0.0,0.0,within an hour,1.0,1,30,30,0,0,0,0,1.0,87.5,116.66666666666669,False,True,False,40,0.0393230212936922,0.013057452792286,9,Fair_Value
252.0,2,1.0,1.0,37.78897,-122.41245,San Francisco,0.0,1.0,within a few hours,1.0,0,30,80,29,59,89,364,1.0,252.0,252.0,True,False,False,18,0.2372940940136601,0.06046605062274,29,Poor_Value
151.0,2,1.0,1.0,37.80121,-122.41339,San Francisco,0.0,1.0,within an hour,1.0,0,3,21,5,16,46,226,1.0,151.0,151.0,True,False,False,12,0.0419847328244274,0.008738449176376,108,Fair_Value
92.0,2,1.0,1.0,37.77255,-122.44985,San Francisco,1.0,1.0,within an hour,0.97,0,1,5,24,52,82,357,1.0,92.0,46.0,False,True,False,37,0.0874849337083165,0.0124045801526717,48,Excellent_Value
98.0,4,1.0,2.0,37.77085,-122.44814,San Francisco,1.0,1.0,within an hour,0.97,0,1,16,22,47,77,352,2.0,98.0,49.0,False,True,False,37,0.0874849337083165,0.0124045801526717,48,Excellent_Value
94.0,2,1.0,1.0,37.77175,-122.45012,San Francisco,1.0,1.0,within an hour,0.97,0,1,15,12,34,64,339,1.0,94.0,47.0,False,True,False,37,0.0874849337083165,0.0124045801526717,48,Excellent_Value
52.0,1,2.0,1.0,37.72525,-122.43013,San Francisco,0.0,1.0,within an hour,1.0,0,2,90,0,21,51,51,0.5,26.0,26.0,False,True,False,37,0.0874849337083165,0.0080353555644837,40,Excellent_Value
78.0,2,1.0,1.0,37.77031,-122.44948,San Francisco,1.0,1.0,within an hour,0.97,0,1,5,20,46,73,348,1.0,78.0,39.0,False,True,False,37,0.0874849337083165,0.0124045801526717,48,Excellent_Value
111.0,2,1.0,1.0,37.75893,-122.4664,San Francisco,1.0,1.0,within an hour,1.0,0,30,60,8,22,52,282,1.0,111.0,111.0,True,False,False,12,0.0419847328244274,0.0073322619525914,51,Excellent_Value
148.0,3,1.0,1.0,37.74245616660865,-122.50423138281931,San Francisco,1.0,1.0,within an hour,1.0,0,3,28,14,29,59,248,1.0,148.0,148.0,True,False,False,12,0.0419847328244274,0.006578947368421,97,Fair_Value
91.0,1,1.0,1.0,37.776084899902344,-122.4555206298828,San Francisco,1.0,1.0,within an hour,1.0,0,2,20,13,27,57,323,1.0,91.0,91.0,False,True,False,35,0.004419445560466,0.0095419847328244,50,Excellent_Value
250.0,2,1.0,1.0,37.76761,-122.45139,San Francisco,0.0,1.0,within an hour,1.0,0,3,30,0,1,1,90,1.0,250.0,250.0,True,False,False,18,0.2372940940136601,0.0124045801526717,48,Poor_Value
175.0,3,2.0,2.0,37.75265,-122.45092,San Francisco,0.0,1.0,within an hour,1.0,0,90,200,0,0,0,0,1.0,87.5,175.0,False,True,False,37,0.0874849337083165,0.0028123744475693,128,Fair_Value
175.0,2,1.0,2.0,37.75334,-122.50794,San Francisco,0.0,1.0,within an hour,1.0,0,30,185,0,0,0,0,2.0,175.0,116.66666666666669,False,True,False,40,0.0393230212936922,0.0167738047408597,91,Fair_Value
175.0,4,2.0,2.0,37.75533,-122.39927,San Francisco,1.0,1.0,within an hour,1.0,0,4,7,0,0,0,0,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0068802732020891,99,Fair_Value
80.0,2,1.0,1.0,37.7517,-122.5051,San Francisco,1.0,1.0,within an hour,1.0,0,3,10,5,12,31,104,1.0,80.0,80.0,False,True,False,37,0.0874849337083165,0.0167738047408597,91,Excellent_Value
175.0,7,3.0,2.0,37.75059,-122.41415,San Francisco,0.0,1.0,within an hour,1.0,0,4,365,0,0,0,0,0.6666666666666666,58.333333333333336,87.5,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
125.0,4,1.0,2.0,37.79739,-122.4052,San Francisco,0.0,1.0,within a day,0.8,0,30,59,9,39,69,344,2.0,125.0,125.0,True,False,False,10,0.1206307754118119,0.0132583366813981,41,Excellent_Value
585.0,5,2.0,2.0,37.80333,-122.40962,San Francisco,1.0,1.0,within a few hours,1.0,0,2,28,28,52,82,166,1.0,292.5,585.0,True,False,False,10,0.1206307754118119,0.0116010445962233,79,Poor_Value
175.0,4,2.0,2.0,37.76122,-122.42319,San Francisco,1.0,1.0,within an hour,1.0,0,4,60,0,0,0,0,1.0,87.5,175.0,True,False,False,10,0.1206307754118119,0.0269184411410204,69,Fair_Value
158.0,2,1.0,1.0,37.78457,-122.43177,San Francisco,0.0,1.0,within a day,0.86,0,30,60,0,30,60,335,1.0,158.0,158.0,True,False,False,10,0.1206307754118119,0.0242567296102852,135,Fair_Value
175.0,2,1.0,2.0,37.78377,-122.39275,San Francisco,0.0,1.0,within an hour,1.0,1,30,120,0,0,0,0,2.0,175.0,175.0,True,False,False,16,0.0068300522298111,0.0296805946163117,118,Fair_Value
175.0,6,3.0,3.0,37.76699,-122.44643,San Francisco,0.0,1.0,within a day,1.0,0,30,360,2,26,56,301,1.0,58.333333333333336,175.0,True,False,False,18,0.2372940940136601,0.0124045801526717,48,Fair_Value
96.0,1,1.0,1.0,37.78599,-122.43232,San Francisco,0.0,1.0,within a day,0.86,0,30,120,0,30,60,335,1.0,96.0,96.0,False,True,False,30,0.0137103254319003,0.0242567296102852,135,Excellent_Value
159.0,4,0.0,2.0,37.77347,-122.44364,San Francisco,1.0,1.0,within an hour,1.0,0,3,25,12,26,45,320,1.0,113.0,159.0,False,True,False,40,0.0393230212936922,0.0124045801526717,48,Fair_Value
70.0,1,1.0,1.0,37.75783,-122.41063,San Francisco,0.0,1.0,within a few hours,1.0,0,30,180,1,31,61,336,1.0,70.0,70.0,False,True,False,37,0.0874849337083165,0.0269184411410204,69,Excellent_Value
90.0,1,1.0,1.0,37.77201,-122.4297,San Francisco,1.0,1.0,within a few hours,1.0,0,30,180,18,48,78,353,1.0,90.0,90.0,False,True,False,30,0.0137103254319003,0.0242567296102852,135,Excellent_Value
75.0,2,1.0,2.0,37.78146,-122.45619,San Francisco,0.0,1.0,within a day,0.88,0,30,60,15,45,75,165,2.0,75.0,75.0,True,False,False,13,0.0311872237846524,0.0014061872237846,101,Excellent_Value
40.0,1,1.0,1.0,37.75121,-122.40993,San Francisco,0.0,1.0,within an hour,1.0,0,30,365,0,27,57,332,1.0,40.0,40.0,False,True,False,37,0.0874849337083165,0.0269184411410204,69,Excellent_Value
123.0,2,1.0,1.0,37.76646,-122.44425,San Francisco,1.0,1.0,within an hour,1.0,0,3,15,17,36,63,338,1.0,123.0,123.0,True,False,False,12,0.0419847328244274,0.0124045801526717,48,Excellent_Value
124.0,5,0.0,2.0,37.74131,-122.41179,San Francisco,1.0,1.0,within a day,0.88,0,2,365,0,0,0,225,1.0,113.0,124.0,True,False,False,18,0.2372940940136601,0.013057452792286,9,Excellent_Value
175.0,1,1.0,2.0,37.77843,-122.46988,San Francisco,0.0,1.0,within an hour,1.0,0,30,1400,0,0,0,0,2.0,175.0,175.0,False,True,False,40,0.0393230212936922,0.0095419847328244,50,Fair_Value
115.0,2,1.0,1.0,37.79395,-122.42609,San Francisco,1.0,1.0,within an hour,1.0,0,30,150,0,9,39,219,1.0,115.0,115.0,True,False,False,18,0.2372940940136601,0.0075331458417034,93,Excellent_Value
118.0,3,1.0,3.0,37.75686,-122.41019,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,1,31,38,260,3.0,118.0,118.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Excellent_Value
197.0,2,1.0,1.0,37.7835,-122.47445,San Francisco,0.0,1.0,within a day,1.0,0,2,28,12,33,56,300,1.0,197.0,197.0,False,True,False,35,0.004419445560466,0.0095419847328244,50,Fair_Value
146.0,2,1.0,1.0,37.77901881174357,-122.50375716429164,San Francisco,1.0,1.0,within an hour,1.0,0,2,60,14,40,70,250,1.0,146.0,73.0,False,True,False,37,0.0874849337083165,0.0093411008437123,90,Fair_Value
85.0,1,1.0,1.0,37.758919,-122.434776,San Francisco,1.0,1.0,within an hour,1.0,0,2,21,8,9,38,308,1.0,85.0,56.666666666666664,False,True,False,30,0.0137103254319003,0.0138107673764564,14,Excellent_Value
82.0,1,1.0,1.0,37.75891876220703,-122.43477630615234,San Francisco,1.0,1.0,within an hour,1.0,0,2,21,2,2,25,300,1.0,82.0,54.666666666666664,False,True,False,30,0.0137103254319003,0.0138107673764564,14,Excellent_Value
175.0,2,1.0,2.0,37.77528,-122.42706,San Francisco,0.0,1.0,within an hour,1.0,0,30,90,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0242567296102852,135,Fair_Value
293.0,5,2.0,4.0,37.7587,-122.5088,San Francisco,1.0,1.0,within an hour,1.0,0,4,16,2,2,2,104,2.0,146.5,146.5,True,False,False,14,0.2494977902772197,0.0167738047408597,91,Poor_Value
376.0,5,3.0,3.0,37.74088,-122.43251,San Francisco,0.0,1.0,within an hour,1.0,0,30,183,18,28,58,333,1.0,125.33333333333331,188.0,True,False,False,18,0.2372940940136601,0.002360385697067,44,Poor_Value
