price,accommodates,bedrooms,beds,latitude,longitude,city,host_is_superhost,host_identity_verified,host_response_time,host_response_rate,instant_bookable,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,space_efficiency,price_per_bedroom,price_per_bathroom,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_label,property_type_frequency,neighbourhood_frequency,neighbourhood_label,value_category
125.0,2,1.0,1.0,37.77957,-122.39116,San Francisco,0.0,1.0,within a day,1.0,0,30,365,0,30,60,335,1.0,125.0,125.0,True,False,False,10,0.1206307754118119,0.0296805946163117,118,Fair_Value
175.0,4,2.0,2.0,37.79603,-122.41259,San Francisco,0.0,0.0,within an hour,1.0,0,30,1125,0,0,21,296,1.0,87.5,175.0,True,False,False,18,0.2372940940136601,0.0180795500200883,76,Fair_Value
80.0,2,1.0,1.0,37.78246,-122.47408,San Francisco,0.0,1.0,within an hour,1.0,1,30,1125,0,22,52,327,1.0,80.0,80.0,False,True,False,40,0.0393230212936922,0.0095419847328244,50,Excellent_Value
96.0,4,1.0,1.0,37.73352,-122.48224,San Francisco,1.0,1.0,within an hour,1.0,0,2,29,18,48,78,246,1.0,96.0,96.0,False,True,False,37,0.0874849337083165,0.0026617115307352,58,Excellent_Value
126.0,1,1.0,1.0,37.75227,-122.42525,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,18,26,34,302,1.0,126.0,126.0,False,True,False,30,0.0137103254319003,0.0116512655685014,77,Excellent_Value
447.0,7,4.0,4.0,37.77251,-122.43454,San Francisco,1.0,1.0,within an hour,1.0,0,3,29,6,14,27,270,1.0,111.75,223.5,True,False,False,18,0.2372940940136601,0.0242567296102852,135,Poor_Value
175.0,2,1.0,2.0,37.77708,-122.44271,San Francisco,1.0,1.0,within a few hours,1.0,0,31,365,0,22,49,49,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0242567296102852,135,Fair_Value
175.0,1,3.0,2.0,37.75146,-122.41776,San Francisco,0.0,1.0,within an hour,1.0,0,30,120,0,0,0,0,0.6666666666666666,58.333333333333336,116.66666666666669,False,True,False,40,0.0393230212936922,0.0269184411410204,69,Fair_Value
400.0,4,2.0,2.0,37.79581,-122.40842,San Francisco,1.0,1.0,within an hour,1.0,0,1,90,0,0,0,226,1.0,200.0,266.6666666666667,True,False,False,10,0.1206307754118119,0.0082864604258738,15,Poor_Value
150.0,2,1.0,1.0,37.76285,-122.49951,San Francisco,1.0,1.0,within an hour,1.0,0,30,1124,5,6,7,129,1.0,150.0,150.0,True,False,False,18,0.2372940940136601,0.0167738047408597,91,Fair_Value
142.0,2,1.0,1.0,37.78199,-122.42991,San Francisco,0.0,1.0,within an hour,1.0,0,2,30,4,4,4,4,1.0,142.0,142.0,False,True,False,37,0.0874849337083165,0.0242567296102852,135,Excellent_Value
134.0,2,1.0,1.0,37.77194,-122.43583,San Francisco,0.0,1.0,within an hour,1.0,1,1,28,15,37,67,164,1.0,134.0,134.0,False,True,False,44,0.0052229811169144,0.0242567296102852,135,Excellent_Value
351.0,10,3.0,5.0,37.74793,-122.47477,San Francisco,1.0,1.0,within an hour,1.0,0,2,1123,12,25,42,204,1.6666666666666667,117.0,175.5,True,False,False,18,0.2372940940136601,0.006578947368421,97,Poor_Value
95.0,2,1.0,1.0,37.78622,-122.41626,San Francisco,1.0,1.0,within an hour,1.0,1,1,365,13,30,60,264,1.0,95.0,95.0,False,True,False,40,0.0393230212936922,0.06046605062274,29,Excellent_Value
175.0,1,3.0,2.0,37.77708,-122.43051,San Francisco,0.0,1.0,within an hour,1.0,0,30,1125,0,0,0,0,0.6666666666666666,58.333333333333336,58.333333333333336,False,True,False,40,0.0393230212936922,0.0242567296102852,135,Fair_Value
100.0,5,1.0,3.0,37.72013,-122.43096,San Francisco,1.0,1.0,within an hour,1.0,0,30,370,0,0,0,243,3.0,100.0,100.0,True,False,False,18,0.2372940940136601,0.0080353555644837,40,Excellent_Value
115.0,2,1.0,1.0,37.7931,-122.4361,San Francisco,0.0,1.0,within a day,1.0,0,31,1125,0,0,0,247,1.0,115.0,115.0,True,False,False,18,0.2372940940136601,0.0075331458417034,93,Excellent_Value
175.0,2,1.0,2.0,37.7868,-122.41267,San Francisco,0.0,0.0,within an hour,1.0,0,30,45,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.06046605062274,29,Fair_Value
175.0,1,1.0,2.0,37.75285,-122.43523,San Francisco,0.0,1.0,within an hour,1.0,0,30,75,0,0,0,0,2.0,175.0,175.0,False,True,False,40,0.0393230212936922,0.0116512655685014,77,Fair_Value
575.0,10,4.0,5.0,37.74971,-122.4155,San Francisco,1.0,1.0,within an hour,1.0,0,2,20,5,14,21,21,1.25,143.75,143.75,True,False,False,14,0.2494977902772197,0.0269184411410204,69,Poor_Value
630.0,6,3.0,4.0,37.76131,-122.45204,San Francisco,0.0,1.0,within a day,0.67,0,5,60,26,56,78,251,1.3333333333333333,210.0,315.0,True,False,False,14,0.2494977902772197,0.0073322619525914,51,Poor_Value
250.0,5,3.0,3.0,37.79752,-122.42233,San Francisco,0.0,1.0,within an hour,1.0,0,30,360,0,0,0,108,1.0,83.33333333333333,250.0,True,False,False,10,0.1206307754118119,0.008738449176376,108,Poor_Value
89.0,4,1.0,2.0,37.7639,-122.39472,San Francisco,1.0,1.0,within an hour,1.0,1,30,180,1,31,44,268,2.0,89.0,89.0,True,False,False,18,0.2372940940136601,0.0068802732020891,99,Excellent_Value
108.0,2,0.0,1.0,37.78684,-122.45856,San Francisco,1.0,1.0,within an hour,1.0,0,30,120,0,20,50,82,1.0,113.0,108.0,True,False,False,18,0.2372940940136601,0.0014061872237846,101,Excellent_Value
175.0,2,1.0,2.0,37.74081,-122.40941,San Francisco,0.0,1.0,within a day,1.0,0,90,360,0,0,0,0,2.0,175.0,87.5,False,True,False,37,0.0874849337083165,0.013057452792286,9,Fair_Value
175.0,4,2.0,2.0,37.77631,-122.41081,San Francisco,1.0,1.0,within a few hours,1.0,0,30,730,0,0,0,30,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0296805946163117,118,Fair_Value
276.0,6,3.0,4.0,37.75154,-122.42581,San Francisco,0.0,1.0,a few days or more,0.0,0,30,1125,30,60,90,365,1.3333333333333333,92.0,276.0,True,False,False,10,0.1206307754118119,0.0116512655685014,77,Poor_Value
145.0,2,1.0,1.0,37.75138,-122.4413,San Francisco,1.0,1.0,within an hour,1.0,1,30,1125,0,0,0,228,1.0,145.0,145.0,True,False,False,14,0.2494977902772197,0.0116512655685014,77,Fair_Value
575.0,3,2.0,2.0,37.76836,-122.44699,San Francisco,1.0,1.0,within an hour,1.0,0,30,90,0,0,0,243,1.0,287.5,287.5,True,False,False,18,0.2372940940136601,0.0124045801526717,48,Poor_Value
90.0,2,1.0,1.0,37.78923,-122.40765,San Francisco,1.0,1.0,within a few hours,1.0,0,5,28,4,19,34,51,1.0,90.0,90.0,False,True,False,49,0.0121534752912816,0.06046605062274,29,Excellent_Value
101.0,2,0.0,1.0,37.79083,-122.41496,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,0,0,0,275,1.0,113.0,101.0,True,False,False,18,0.2372940940136601,0.0180795500200883,76,Excellent_Value
110.0,2,2.0,1.0,37.75011,-122.41426,San Francisco,0.0,1.0,within a day,1.0,0,30,1125,0,14,44,44,0.5,55.0,110.0,True,False,False,13,0.0311872237846524,0.0269184411410204,69,Excellent_Value
90.0,2,1.0,2.0,37.78964,-122.40968,San Francisco,1.0,1.0,within a few hours,1.0,0,5,28,4,16,36,64,2.0,90.0,90.0,False,True,False,49,0.0121534752912816,0.06046605062274,29,Excellent_Value
318.0,4,2.0,2.0,37.78402,-122.39853,San Francisco,0.0,1.0,within a few hours,1.0,0,30,360,0,0,21,296,1.0,159.0,159.0,True,False,False,10,0.1206307754118119,0.0296805946163117,118,Poor_Value
65.0,2,2.0,1.0,37.76223,-122.42918,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,0,30,60,150,0.5,32.5,65.0,True,False,False,18,0.2372940940136601,0.0138107673764564,14,Excellent_Value
225.0,5,2.0,3.0,37.80011191169009,-122.44450995190851,San Francisco,0.0,0.0,within an hour,1.0,0,30,1125,13,26,56,331,1.5,112.5,225.0,True,False,False,18,0.2372940940136601,0.0154178384893531,64,Poor_Value
175.0,2,1.0,2.0,37.75545,-122.44285,San Francisco,0.0,1.0,within a day,1.0,0,30,90,30,60,90,365,2.0,175.0,175.0,False,True,False,40,0.0393230212936922,0.0028123744475693,128,Fair_Value
175.0,2,1.0,2.0,37.77864,-122.42226,San Francisco,1.0,1.0,within a few hours,1.0,0,2,1125,0,0,0,0,2.0,175.0,175.0,False,True,False,49,0.0121534752912816,0.06046605062274,29,Fair_Value
175.0,4,2.0,2.0,37.77921,-122.4223,San Francisco,1.0,1.0,within a few hours,1.0,0,2,1125,0,0,0,0,1.0,87.5,87.5,False,True,False,49,0.0121534752912816,0.06046605062274,29,Fair_Value
175.0,2,1.0,2.0,37.7782,-122.42303,San Francisco,1.0,1.0,within a few hours,1.0,0,2,30,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.06046605062274,29,Fair_Value
360.0,4,2.0,2.0,37.78639,-122.47383,San Francisco,0.0,1.0,within a few hours,1.0,0,3,5,0,20,41,41,1.0,180.0,180.0,True,False,False,18,0.2372940940136601,0.0095419847328244,50,Poor_Value
185.0,2,1.0,1.0,37.75119,-122.41427,San Francisco,1.0,1.0,within an hour,1.0,0,3,28,0,1,6,21,1.0,185.0,185.0,True,False,False,12,0.0419847328244274,0.0269184411410204,69,Fair_Value
123.0,1,1.0,1.0,37.72427,-122.45702,San Francisco,0.0,1.0,within an hour,1.0,0,3,120,0,0,0,274,1.0,123.0,123.0,False,True,False,37,0.0874849337083165,0.0045701084773001,134,Excellent_Value
171.0,2,1.0,1.0,37.7892,-122.40955,San Francisco,1.0,1.0,within a few hours,1.0,0,5,28,19,48,78,324,1.0,171.0,85.5,False,True,False,49,0.0121534752912816,0.06046605062274,29,Fair_Value
203.0,2,1.0,1.0,37.78773,-122.40768,San Francisco,1.0,1.0,within a few hours,1.0,0,2,28,29,59,89,127,1.0,203.0,101.5,False,True,False,49,0.0121534752912816,0.06046605062274,29,Poor_Value
114.0,2,1.0,1.0,37.73854,-122.42541,San Francisco,0.0,1.0,within an hour,1.0,0,2,15,3,3,3,33,1.0,114.0,114.0,True,False,False,12,0.0419847328244274,0.002360385697067,44,Excellent_Value
175.0,2,1.0,2.0,37.75297,-122.43685,San Francisco,1.0,1.0,within a few hours,1.0,0,3,21,0,0,0,0,2.0,175.0,175.0,True,False,False,16,0.0068300522298111,0.0116512655685014,77,Fair_Value
175.0,4,3.0,2.0,37.74076,-122.41864,San Francisco,0.0,1.0,within an hour,1.0,0,30,1125,0,0,0,0,0.6666666666666666,58.333333333333336,87.5,True,False,False,14,0.2494977902772197,0.013057452792286,9,Fair_Value
175.0,4,1.0,2.0,37.78802,-122.41041,San Francisco,1.0,1.0,within a few hours,1.0,0,2,1125,0,0,0,0,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.06046605062274,29,Fair_Value
125.0,2,1.0,2.0,37.77257,-122.42509,San Francisco,1.0,1.0,within an hour,1.0,0,1,14,8,28,29,254,2.0,125.0,125.0,False,True,False,30,0.0137103254319003,0.0242567296102852,135,Excellent_Value
135.0,4,1.0,2.0,37.80562,-122.41879,San Francisco,1.0,1.0,within an hour,1.0,0,30,180,0,5,25,300,2.0,135.0,135.0,True,False,False,18,0.2372940940136601,0.008738449176376,108,Excellent_Value
143.0,2,0.0,1.0,37.77229,-122.44747,San Francisco,1.0,1.0,within an hour,1.0,0,2,10,3,11,35,297,1.0,113.0,143.0,True,False,False,12,0.0419847328244274,0.0124045801526717,48,Excellent_Value
125.0,2,1.0,1.0,37.74994,-122.44068,San Francisco,1.0,1.0,within a day,1.0,0,30,365,0,0,0,114,1.0,125.0,125.0,True,False,False,14,0.2494977902772197,0.0116512655685014,77,Excellent_Value
175.0,1,1.0,2.0,37.74734,-122.40664,San Francisco,0.0,1.0,within an hour,1.0,0,30,90,0,0,0,0,2.0,175.0,175.0,False,True,False,37,0.0874849337083165,0.013057452792286,9,Fair_Value
193.0,2,0.0,2.0,37.76934,-122.42228,San Francisco,0.0,1.0,within an hour,1.0,0,30,30,30,60,90,365,1.0,113.0,193.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
116.0,2,1.0,1.0,37.75975,-122.39576,San Francisco,1.0,1.0,within an hour,1.0,1,5,1125,1,21,51,326,1.0,116.0,116.0,False,True,False,37,0.0874849337083165,0.0068802732020891,99,Excellent_Value
475.0,6,3.0,5.0,37.75052,-122.46653,San Francisco,1.0,1.0,within an hour,1.0,0,30,120,2,18,42,42,1.6666666666666667,158.33333333333334,237.5,True,False,False,14,0.2494977902772197,0.0073322619525914,51,Poor_Value
125.0,2,1.0,1.0,37.78028,-122.50252,San Francisco,1.0,1.0,within an hour,1.0,0,2,8,5,16,38,208,1.0,125.0,125.0,True,False,False,12,0.0419847328244274,0.0093411008437123,90,Excellent_Value
299.0,4,1.0,2.0,37.78863,-122.41129,San Francisco,0.0,1.0,within a day,0.57,0,2,365,30,56,86,357,2.0,299.0,299.0,True,False,False,10,0.1206307754118119,0.06046605062274,29,Poor_Value
175.0,4,1.0,2.0,37.77433,-122.50415,San Francisco,0.0,1.0,within an hour,1.0,0,30,45,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0093411008437123,90,Fair_Value
175.0,4,1.0,2.0,37.78838,-122.41015,San Francisco,0.0,1.0,within a few hours,1.0,0,3,7,23,49,79,350,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.06046605062274,29,Fair_Value
90.0,1,1.0,1.0,37.74069,-122.41052,San Francisco,0.0,1.0,within a day,1.0,0,30,360,17,33,33,291,1.0,90.0,90.0,False,True,False,37,0.0874849337083165,0.013057452792286,9,Excellent_Value
140.0,4,2.0,2.0,37.75986,-122.40023,San Francisco,1.0,0.0,within an hour,1.0,0,30,1125,0,10,10,264,1.0,70.0,140.0,True,False,False,14,0.2494977902772197,0.0068802732020891,99,Excellent_Value
190.0,4,0.0,2.0,37.7868,-122.41143,San Francisco,1.0,1.0,within a few hours,1.0,0,2,30,0,3,3,6,1.0,113.0,190.0,True,False,False,10,0.1206307754118119,0.06046605062274,29,Fair_Value
175.0,5,3.0,2.0,37.75289,-122.44003,San Francisco,0.0,1.0,within a few hours,1.0,0,30,180,0,0,1,1,0.6666666666666666,58.333333333333336,175.0,True,False,False,14,0.2494977902772197,0.0116512655685014,77,Fair_Value
140.0,1,1.0,1.0,37.72327,-122.45745,San Francisco,0.0,1.0,within an hour,1.0,0,3,120,30,60,90,365,1.0,140.0,140.0,False,True,False,37,0.0874849337083165,0.0056247488951386,86,Excellent_Value
454.0,5,3.0,3.0,37.74062,-122.41069,San Francisco,1.0,0.0,within an hour,1.0,0,30,180,0,22,36,293,1.0,151.33333333333334,454.0,True,False,False,14,0.2494977902772197,0.013057452792286,9,Poor_Value
325.0,6,3.0,3.0,37.71799,-122.40414,San Francisco,1.0,1.0,within an hour,1.0,0,1,30,21,44,71,111,1.0,108.33333333333331,162.5,False,True,False,37,0.0874849337083165,0.0030634793089594,131,Poor_Value
88.0,2,1.0,1.0,37.74282,-122.42033,San Francisco,1.0,1.0,within an hour,1.0,1,4,28,18,18,18,18,1.0,88.0,88.0,False,True,False,30,0.0137103254319003,0.013057452792286,9,Excellent_Value
330.0,4,2.0,2.0,37.76115,-122.49138,San Francisco,0.0,1.0,within an hour,1.0,0,3,29,11,11,11,11,1.0,165.0,165.0,True,False,False,14,0.2494977902772197,0.0167738047408597,91,Poor_Value
110.0,4,1.0,2.0,37.74049,-122.41637,San Francisco,1.0,1.0,within an hour,1.0,0,30,60,9,25,25,221,2.0,110.0,110.0,True,False,False,12,0.0419847328244274,0.013057452792286,9,Excellent_Value
175.0,3,2.0,2.0,37.75379,-122.41242,San Francisco,0.0,1.0,within an hour,1.0,0,30,200,0,0,0,0,1.0,87.5,175.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
169.0,3,1.0,1.0,37.79635,-122.41354,San Francisco,1.0,1.0,within a day,1.0,0,2,90,23,34,34,34,1.0,169.0,169.0,True,False,False,18,0.2372940940136601,0.0180795500200883,76,Fair_Value
113.0,2,0.0,2.0,37.72702,-122.44316,San Francisco,1.0,1.0,within an hour,1.0,0,2,28,5,5,34,34,1.0,113.0,113.0,False,True,False,37,0.0874849337083165,0.0067798312575331,89,Excellent_Value
125.0,4,3.0,4.0,37.71988,-122.43057,San Francisco,0.0,0.0,within a few hours,1.0,0,31,180,0,0,0,239,1.3333333333333333,41.666666666666664,125.0,True,False,False,18,0.2372940940136601,0.0080353555644837,40,Excellent_Value
175.0,2,1.0,2.0,37.75892,-122.4507,San Francisco,0.0,0.0,within an hour,1.0,0,30,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0124045801526717,48,Fair_Value
175.0,8,4.0,2.0,37.76285,-122.42399,San Francisco,1.0,1.0,within a few hours,1.0,0,2,1125,0,0,0,0,0.5,43.75,87.5,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
170.0,2,1.0,1.0,37.79617,-122.41428,San Francisco,1.0,1.0,within a few hours,1.0,0,30,240,0,0,29,61,1.0,170.0,170.0,True,False,False,18,0.2372940940136601,0.0180795500200883,76,Fair_Value
175.0,4,2.0,2.0,37.78445,-122.46339,San Francisco,0.0,1.0,within an hour,1.0,0,30,120,0,0,0,0,1.0,87.5,116.66666666666669,True,False,False,18,0.2372940940136601,0.0095419847328244,50,Poor_Value
175.0,2,1.0,2.0,37.78445,-122.46313,San Francisco,0.0,1.0,within an hour,1.0,0,180,200,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0095419847328244,50,Fair_Value
240.0,8,3.0,2.0,37.77964,-122.48,San Francisco,0.0,0.0,within a few hours,0.6,0,30,1125,30,60,90,365,0.6666666666666666,80.0,240.0,True,False,False,14,0.2494977902772197,0.0093411008437123,90,Poor_Value
255.0,6,3.0,5.0,37.77327,-122.42565,San Francisco,1.0,1.0,within a few hours,0.9,0,30,364,0,0,0,166,1.6666666666666667,85.0,255.0,True,False,False,21,0.0186319807151466,0.0242567296102852,135,Poor_Value
234.0,2,1.0,1.0,37.79039,-122.44014,San Francisco,0.0,1.0,within an hour,1.0,0,3,29,10,27,44,133,1.0,234.0,234.0,False,True,False,35,0.004419445560466,0.0075331458417034,93,Poor_Value
406.0,6,2.0,4.0,37.77291,-122.45231,San Francisco,1.0,1.0,within a few hours,1.0,0,5,365,0,0,27,71,2.0,203.0,406.0,True,False,False,10,0.1206307754118119,0.0124045801526717,48,Poor_Value
95.0,2,1.0,2.0,37.77344,-122.42465,San Francisco,1.0,1.0,within a few hours,0.9,0,30,364,7,7,23,117,2.0,95.0,95.0,False,True,False,44,0.0052229811169144,0.0242567296102852,135,Excellent_Value
330.0,6,2.0,9.0,37.77638,-122.40455,San Francisco,0.0,1.0,within an hour,1.0,0,30,1125,30,60,90,180,4.5,165.0,165.0,True,False,False,18,0.2372940940136601,0.0296805946163117,118,Poor_Value
390.0,4,2.0,2.0,37.79683,-122.43497,San Francisco,0.0,1.0,within a day,1.0,0,30,1125,0,30,60,335,1.0,195.0,195.0,True,False,False,18,0.2372940940136601,0.0154178384893531,64,Poor_Value
147.0,2,1.0,1.0,37.74547,-122.42524,San Francisco,1.0,1.0,within an hour,1.0,0,30,1125,0,0,0,274,1.0,147.0,147.0,True,False,False,18,0.2372940940136601,0.0116512655685014,77,Fair_Value
175.0,3,1.0,2.0,37.75663,-122.43497,San Francisco,0.0,1.0,within an hour,1.0,0,10,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0138107673764564,14,Fair_Value
171.0,5,1.0,2.0,37.78262,-122.46797,San Francisco,0.0,1.0,within a day,0.62,0,2,180,14,14,37,311,2.0,171.0,171.0,True,False,False,12,0.0419847328244274,0.0095419847328244,50,Fair_Value
175.0,4,2.0,2.0,37.75237,-122.44802,San Francisco,1.0,1.0,within an hour,1.0,0,3,28,0,4,4,4,1.0,87.5,175.0,True,False,False,14,0.2494977902772197,0.0028123744475693,128,Fair_Value
74.0,2,1.0,1.0,37.71878,-122.39119,San Francisco,0.0,1.0,within an hour,1.0,0,2,20,0,0,0,0,1.0,74.0,74.0,True,False,False,14,0.2494977902772197,0.0074829248694254,8,Excellent_Value
107.0,2,1.0,1.0,37.74063,-122.49381,San Francisco,0.0,1.0,within a few hours,1.0,0,3,28,18,48,71,71,1.0,107.0,107.0,False,True,False,37,0.0874849337083165,0.006578947368421,97,Excellent_Value
156.0,6,2.0,4.0,37.71519195416774,-122.40320068786676,San Francisco,1.0,1.0,within an hour,1.0,0,1,365,22,52,81,81,2.0,78.0,156.0,True,False,False,14,0.2494977902772197,0.0030634793089594,131,Fair_Value
100.0,2,1.0,1.0,37.71261,-122.4833,San Francisco,0.0,1.0,within an hour,1.0,0,30,90,29,59,89,89,1.0,100.0,100.0,False,True,False,44,0.0052229811169144,0.0026617115307352,58,Excellent_Value
175.0,4,2.0,2.0,37.80319,-122.40742,San Francisco,0.0,1.0,within an hour,1.0,0,30,1125,0,0,0,0,1.0,87.5,175.0,True,False,False,18,0.2372940940136601,0.0116010445962233,79,Fair_Value
110.0,2,1.0,1.0,37.76271,-122.45419,San Francisco,1.0,1.0,within an hour,1.0,0,30,1125,0,0,29,209,1.0,110.0,110.0,True,False,False,18,0.2372940940136601,0.0073322619525914,51,Excellent_Value
175.0,6,2.0,2.0,37.79997,-122.42223,San Francisco,0.0,1.0,within an hour,1.0,0,365,1095,0,13,43,318,1.0,87.5,87.5,True,False,False,18,0.2372940940136601,0.008738449176376,108,Fair_Value
467.0,4,2.0,3.0,37.7481438,-122.4358852,San Francisco,0.0,1.0,within a day,1.0,0,2,28,12,42,57,130,1.5,233.5,467.0,True,False,False,10,0.1206307754118119,0.0116512655685014,77,Poor_Value
135.0,4,2.0,2.0,37.71882,-122.46538,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,0,22,52,327,1.0,67.5,135.0,True,False,False,10,0.1206307754118119,0.0056247488951386,86,Excellent_Value
165.0,2,1.0,1.0,37.75352,-122.42305,San Francisco,0.0,0.0,within an hour,1.0,0,31,1125,30,60,90,90,1.0,165.0,165.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
135.0,2,1.0,1.0,37.75534,-122.4013,San Francisco,0.0,0.0,within an hour,1.0,0,30,90,28,58,88,88,1.0,135.0,135.0,True,False,False,14,0.2494977902772197,0.0068802732020891,99,Excellent_Value
41.0,1,1.0,1.0,37.73339,-122.42694,San Francisco,0.0,1.0,within an hour,0.9,0,30,90,11,11,25,286,1.0,41.0,20.5,False,True,False,49,0.0121534752912816,0.013057452792286,9,Excellent_Value
172.0,4,4.0,4.0,37.71976,-122.45037,San Francisco,0.0,1.0,within a day,1.0,0,30,1125,0,30,60,155,1.0,43.0,114.66666666666669,True,False,False,14,0.2494977902772197,0.0056247488951386,86,Fair_Value
175.0,4,2.0,2.0,37.75192,-122.40878,San Francisco,0.0,1.0,within a few hours,1.0,0,30,1125,0,0,0,0,1.0,87.5,175.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69,Fair_Value
328.0,2,0.0,1.0,37.8025,-122.40647,San Francisco,0.0,1.0,within an hour,1.0,0,2,90,12,13,43,191,1.0,113.0,328.0,True,False,False,13,0.0311872237846524,0.0116010445962233,79,Poor_Value
155.0,2,1.0,1.0,37.76529,-122.44437,San Francisco,1.0,1.0,within an hour,1.0,0,2,21,3,11,19,91,1.0,155.0,155.0,True,False,False,12,0.0419847328244274,0.0124045801526717,48,Fair_Value
475.0,4,2.0,2.0,37.795406341552734,-122.4371566772461,San Francisco,1.0,1.0,within a day,1.0,0,30,1125,0,15,45,320,1.0,237.5,237.5,True,False,False,10,0.1206307754118119,0.0075331458417034,93,Poor_Value
81.0,1,1.0,1.0,37.7512,-122.40018,San Francisco,1.0,1.0,within an hour,1.0,0,2,30,16,31,35,35,1.0,81.0,81.0,False,True,False,44,0.0052229811169144,0.0068802732020891,99,Excellent_Value
88.0,2,1.0,1.0,37.79013,-122.4208,San Francisco,0.0,1.0,within an hour,1.0,1,30,9999,4,30,60,335,1.0,88.0,88.0,False,True,False,40,0.0393230212936922,0.0180795500200883,76,Excellent_Value
88.0,2,1.0,0.0,37.79043,-122.41993,San Francisco,0.0,1.0,within an hour,1.0,1,30,1125,15,45,75,350,0.0,88.0,88.0,False,True,False,40,0.0393230212936922,0.0180795500200883,76,Excellent_Value
77.0,2,1.0,1.0,37.792,-122.4193,San Francisco,0.0,1.0,within an hour,1.0,1,30,1125,0,30,60,335,1.0,77.0,77.0,False,True,False,40,0.0393230212936922,0.0180795500200883,76,Excellent_Value
120.0,2,1.0,1.0,37.79249,-122.42137,San Francisco,0.0,1.0,within an hour,1.0,1,30,1125,0,4,4,269,1.0,120.0,120.0,False,True,False,40,0.0393230212936922,0.0180795500200883,76,Excellent_Value
175.0,2,1.0,2.0,37.7299,-122.36903,San Francisco,0.0,1.0,within an hour,1.0,0,180,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0074829248694254,8,Fair_Value
147.0,2,1.0,1.0,37.79558,-122.43688,San Francisco,0.0,1.0,within a day,1.0,0,30,1125,0,0,27,302,1.0,147.0,147.0,True,False,False,18,0.2372940940136601,0.0075331458417034,93,Excellent_Value
175.0,1,1.0,2.0,37.7658,-122.45223,San Francisco,1.0,1.0,within a few hours,1.0,0,32,120,30,60,90,365,2.0,175.0,58.333333333333336,False,True,False,40,0.0393230212936922,0.0124045801526717,48,Poor_Value
175.0,4,2.0,2.0,37.80375,-122.40876,San Francisco,0.0,1.0,within an hour,1.0,0,30,90,0,0,0,0,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0116010445962233,79,Fair_Value
196.0,2,1.0,1.0,37.78718,-122.44982,San Francisco,0.0,1.0,within a day,1.0,0,30,1125,0,0,0,182,1.0,196.0,196.0,True,False,False,18,0.2372940940136601,0.0014061872237846,101,Fair_Value
175.0,4,3.0,2.0,37.73701,-122.41968,San Francisco,0.0,1.0,within an hour,1.0,0,30,360,0,0,0,0,0.6666666666666666,58.333333333333336,87.5,True,False,False,14,0.2494977902772197,0.013057452792286,9,Fair_Value
175.0,2,1.0,2.0,37.80172,-122.44061,San Francisco,0.0,1.0,within an hour,1.0,0,31,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0154178384893531,64,Fair_Value
116.0,2,1.0,1.0,37.7596,-122.39619,San Francisco,1.0,1.0,within an hour,1.0,1,5,1125,0,0,30,305,1.0,116.0,116.0,False,True,False,37,0.0874849337083165,0.0068802732020891,99,Excellent_Value
117.0,2,1.0,1.0,37.7759,-122.40959,San Francisco,1.0,1.0,within an hour,1.0,0,1,14,12,37,60,150,1.0,117.0,117.0,False,True,False,37,0.0874849337083165,0.0296805946163117,118,Excellent_Value
117.0,2,1.0,1.0,37.77797,-122.41078,San Francisco,1.0,1.0,within an hour,1.0,0,1,14,18,48,78,168,1.0,117.0,117.0,False,True,False,37,0.0874849337083165,0.0296805946163117,118,Excellent_Value
114.0,2,1.0,1.0,37.77773,-122.41033,San Francisco,1.0,1.0,within an hour,1.0,0,1,14,11,36,66,156,1.0,114.0,76.0,False,True,False,37,0.0874849337083165,0.0296805946163117,118,Excellent_Value
