id,baseline_score,w2v_score,bert_score
958,0.059464571824960524,-0.7307053735104841,0.05483768852754174
5858,0.9999788894653127,-0.3289146793353512,-0.46730852649385274
8014,-0.9066361799485937,0.7163960798561962,0.9999999867068483
8142,-0.9055948874379466,0.8431328506477279,0.5958380692173884
8339,-0.6216636034366084,-0.06047448109860527,0.9999741580820773
10537,0.9970752608889639,0.20403268168853197,0.9993184453790008
10578,0.585907778209789,-0.504543724387958,0.9463248702370893
11490,0.9977174622647493,0.9077246158980132,0.9999914776986414
12041,0.9935847408228881,0.013368568905196087,0.42426090344742573
12042,-0.0006892123542284674,0.9999952690780995,-0.5860803564173274
12522,0.11878411278403445,-0.004253547047705419,-0.9997584167091679
18231,1.0,-0.6624514657961895,0.04179350604690445
18904,-0.07871501540460743,0.3525649220752407,-0.0012305464687677812
21334,0.7376549412706375,0.5330873564258369,0.9999999945953753
24111,0.3396737663237496,0.027262059324007826,0.0665547037530956
24463,0.9999509772615003,0.954208929810783,0.08286332893144346
24723,-0.9999622094113839,-0.9987861217066536,0.962019139492877
25094,0.020487680135659908,-0.031073352946877523,-0.9994762470607291
29557,0.9999998567433187,-0.9672432528389119,0.0002631184801292424
32414,6.385100209253131e-06,0.2520184310322748,0.9990838432798236
33578,0.07346250396248238,0.31240936233771693,0.9999447106677418
38935,0.999628033410354,0.9072733408158637,0.9016906226187829
39418,-0.12628484060061645,0.02869533916231659,0.9863334394024864
40092,-0.40264868852345304,0.11939425871960824,-0.009299590146211715
41055,0.9999989341717214,0.0018586168023098787,0.0014172812839458322
41423,-0.9816949568515813,0.9939778544131236,-0.8077897992355042
41609,-0.2579836557806305,0.003963520828654315,0.938866524630223
41730,0.9999998871241399,-0.9775317758840053,0.9161070455137006
42060,4.104458163414465e-11,0.6074057109168208,0.9986913113848969
45299,0.9997948439269919,-0.8307525726542712,-0.9747189257398974
46060,-0.05389363900792597,0.027262059324007826,0.0665547037530956
47486,0.9999999999999992,0.20950464555975898,0.9999338510999364
47682,0.01455183813151717,0.027262059324007826,0.0665547037530956
51773,0.5845964209333454,-0.0834882908970141,-0.19124371181817268
54518,0.21608164371808017,-0.033602576705442075,-0.03360014963531856
54634,0.43847613452739986,0.10930240037045102,-0.046697531365868294
55632,-0.9993907057902075,0.6350874017836032,-0.05003959115031458
55636,-0.0007254309788939716,-0.23452601244658436,0.9806205881455383
57561,0.9999999919730945,0.000816654772462526,-0.00022726339380441967
57676,0.9998827910004386,0.6858138779536024,0.9866533915404069
59831,0.8550741717533427,0.10930240037045102,-0.046697531365868294
60101,-0.9999857272515892,-0.33425900176967716,-0.039955419669450584
60365,-0.9505355390586014,-0.9567476685305912,0.8007720719502276
62519,-4.479189929399721e-05,0.922178822097157,-0.9754929831376065
63247,0.9999991033804699,-0.5549060821507373,0.005111454633558168
64165,0.9999999997541197,0.8732268545838067,0.08571294317609646
68239,-0.0004997178242809373,0.5185801813581705,-0.9982266243471157
69410,0.9999999793925162,-0.41632112608913,0.0004680679353081507
70139,0.9999999998668893,0.6858344474517994,0.9394145323362668
70753,0.36980292049184793,0.999870695927073,0.9728079048186425
71645,-0.9268601354029709,0.8581396633145555,0.9999989278390767
72444,0.9429277533001106,0.7524952669799913,0.9972027792017748
77175,0.9999999999998836,-0.22441865973430997,0.13874874999514572
78651,-2.3969186767612373e-08,0.9716714145713203,0.34924712761591015
80394,-0.9999314364471471,0.033178473393908156,-0.06628614350140574
81158,0.00028310011939190483,0.9971055890518641,0.00036154183582635724
83257,0.9938304556529585,0.9606071075167361,0.414171178708411
91957,-0.000333102483030097,-0.9992019090715483,-0.6784204977920161
96383,0.07539617053167263,0.06944758509355803,-0.21580300877215208
99094,0.9375062062344436,-0.5722449366533824,3.809810737803369e-05
105497,-0.16244285412769469,0.13822592458747376,0.9655672914142454
109883,-0.27676734069654313,0.3529001866503058,-0.84929878028357
121065,0.9757602655586315,7.270388170160487e-05,0.4582252538667058
124011,-0.9988204034971261,-0.6845912352783007,0.9516147900495069
130775,0.9925929158698363,0.013368568905196087,0.42426090344742573
132441,0.9999844310072066,0.8517509288147985,-0.9969744275237888
137129,-0.9793994365689427,-0.979291939874175,-0.0010115203253914509
