price,accommodates,bedrooms,beds,latitude,longitude,host_is_superhost,host_identity_verified,host_response_rate,instant_bookable,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,space_efficiency,price_per_bedroom,price_per_bathroom,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_label,property_type_frequency,neighbourhood_frequency,neighbourhood_label
53.0,1,1.0,1.0,37.76499584614551,-122.42401163041686,0.0,1.0,0.8,0,30,365,1,23,53,328,1.0,53.0,53.0,False,True,False,37,0.0874849337083165,0.0269184411410204,69
89.0,2,1.0,1.0,37.729,-122.38656,0.0,1.0,1.0,0,2,29,19,43,73,73,1.0,89.0,89.0,True,False,False,12,0.0419847328244274,0.0074829248694254,8
175.0,4,2.0,2.0,37.76086,-122.43376,0.0,1.0,1.0,0,30,30,0,0,0,0,1.0,87.5,87.5,True,False,False,18,0.2372940940136601,0.0138107673764564,14
175.0,8,2.0,2.0,32.71631,-117.16249,0.0,1.0,1.0,1,1,1125,25,49,79,330,1.0,87.5,175.0,False,False,False,51,0.0708115709120128,0.0074327038971474,22
126.0,3,1.0,1.0,32.91497,-117.13811,0.0,1.0,1.0,0,31,365,30,60,90,364,1.0,126.0,126.0,False,True,False,40,0.0393230212936922,0.0103455202892728,68
312.0,2,2.0,2.0,37.77627,-122.43126,0.0,1.0,1.0,1,30,365,0,8,38,313,1.0,156.0,312.0,True,False,False,14,0.2494977902772197,0.0242567296102852,135
34.0,1,1.0,2.0,32.61816,-116.97481,0.0,1.0,0.9,0,30,365,0,0,0,176,2.0,34.0,34.0,False,True,False,37,0.0874849337083165,0.0025612695861791,88
200.0,4,3.0,2.0,32.74509,-117.18444,0.0,1.0,0.6,0,31,365,30,60,90,270,0.6666666666666666,66.66666666666667,100.0,True,False,False,14,0.2494977902772197,0.010897950984331,87
150.0,5,2.0,2.0,32.62856,-117.09241,0.0,1.0,1.0,0,2,7,17,26,26,26,1.0,75.0,75.0,True,False,False,14,0.2494977902772197,0.006478505423865,83
272.0,6,3.0,4.0,32.7407,-117.23549,1.0,1.0,1.0,1,2,28,13,38,64,318,1.3333333333333333,90.66666666666669,136.0,True,False,False,14,0.2494977902772197,0.0179791080755323,62
175.0,4,2.0,3.0,32.7641,-117.18777,0.0,0.0,0.0,1,31,365,23,53,83,263,1.5,87.5,87.5,True,False,False,10,0.1206307754118119,0.0048714343109682,72
99.0,4,1.0,2.0,32.783463898864724,-117.25285814051664,1.0,1.0,1.0,0,2,364,23,50,80,355,2.0,99.0,99.0,True,False,False,10,0.1206307754118119,0.0850743270389714,70
52.0,8,1.0,8.0,37.7937,-122.40417,1.0,1.0,0.94,1,1,365,30,60,90,271,8.0,52.0,52.0,False,False,True,58,0.0025110486139011,0.0132583366813981,41
175.0,6,4.0,2.0,32.8457,-117.26806,0.0,1.0,1.0,0,30,30,0,0,0,0,0.5,43.75,43.75,True,False,False,14,0.2494977902772197,0.040980313378867,55
108.0,2,1.0,1.0,37.79384,-122.41409,0.0,1.0,1.0,1,30,365,20,50,80,355,1.0,108.0,108.0,True,False,False,18,0.2372940940136601,0.0180795500200883,76
270.0,4,2.0,2.0,32.74724,-117.171,0.0,1.0,1.0,0,3,30,0,0,23,78,1.0,135.0,135.0,True,False,False,14,0.2494977902772197,0.0271193250301325,66
212.0,2,3.0,4.0,32.74494,-117.13981,0.0,0.0,1.0,0,90,365,27,57,87,362,1.3333333333333333,70.66666666666667,141.33333333333334,True,False,False,14,0.2494977902772197,0.0276717557251908,82
88.0,1,1.0,1.0,37.75308,-122.41771,0.0,1.0,1.0,0,7,365,28,58,88,363,1.0,88.0,88.0,False,True,False,51,0.0708115709120128,0.0269184411410204,69
223.0,16,4.0,5.0,32.7438303,-117.0991051,1.0,1.0,1.0,1,2,29,18,25,25,292,1.25,55.75,89.2,True,False,False,14,0.2494977902772197,0.0040176777822418,17
112.0,4,2.0,2.0,37.79749,-122.41157,0.0,1.0,1.0,0,30,600,29,58,87,360,1.0,56.0,56.0,True,False,False,18,0.2372940940136601,0.008738449176376,108
175.0,4,1.0,2.0,37.78225,-122.42375,0.0,1.0,1.0,1,90,120,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
435.0,4,2.0,2.0,32.71159369346948,-117.15549378760592,0.0,1.0,1.0,0,31,365,29,59,89,364,1.0,217.5,174.0,True,False,False,18,0.2372940940136601,0.0264664523905182,31
352.0,11,4.0,6.0,32.953046,-117.113796,0.0,1.0,1.0,0,3,1125,17,41,68,339,1.5,88.0,176.0,True,False,False,14,0.2494977902772197,0.0062274005624748,104
95.0,2,1.0,1.0,37.78606163291383,-122.42573362686416,1.0,1.0,1.0,1,4,365,14,30,60,330,1.0,95.0,95.0,False,True,False,51,0.0708115709120128,0.0242567296102852,135
80.0,2,0.0,1.0,32.74041,-117.12336,1.0,1.0,1.0,0,2,365,15,45,75,349,1.0,113.0,80.0,True,False,False,18,0.2372940940136601,0.0276717557251908,82
140.0,1,1.0,1.0,37.75903566018661,-122.41681114596484,1.0,1.0,0.3,0,7,365,1,1,1,149,1.0,140.0,31.11111111111111,False,True,False,37,0.0874849337083165,0.0269184411410204,69
75.0,2,1.0,1.0,32.72265565428183,-117.12967394225085,1.0,1.0,1.0,0,2,30,8,20,44,240,1.0,75.0,75.0,False,True,False,37,0.0874849337083165,0.0120530333467255,3
99.0,4,1.0,2.0,32.74124,-117.13519,0.0,0.0,1.0,0,31,90,0,23,53,233,2.0,99.0,99.0,True,False,False,13,0.0311872237846524,0.0276717557251908,82
180.0,1,1.0,1.0,32.72101635061372,-117.11405066812934,0.0,1.0,1.0,0,31,365,30,60,90,365,1.0,180.0,180.0,False,True,False,37,0.0874849337083165,0.0009039775010044,43
155.0,2,1.0,1.0,37.80284,-122.42839,1.0,1.0,1.0,0,30,150,30,30,30,216,1.0,155.0,155.0,False,True,False,40,0.0393230212936922,0.0154178384893531,64
175.0,2,1.0,2.0,32.9059325,-117.174956,0.0,1.0,1.0,1,1,1125,28,58,88,363,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0010044194455604,116
302.0,4,1.0,2.0,37.79222,-122.40815,1.0,0.0,1.0,1,1,28,2,2,2,148,2.0,302.0,302.0,True,False,False,18,0.2372940940136601,0.0082864604258738,15
175.0,4,1.0,2.0,32.7736721,-117.2396049,0.0,0.0,1.0,1,1,1125,21,39,63,81,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0850743270389714,70
175.0,1,1.0,2.0,37.76942,-122.44991,0.0,1.0,1.0,1,1,25,0,0,0,0,2.0,175.0,29.166666666666668,False,False,True,58,0.0025110486139011,0.0124045801526717,48
500.0,8,3.0,3.0,32.90514,-117.19941,1.0,1.0,1.0,0,31,60,0,15,45,320,1.0,166.66666666666666,166.66666666666666,True,False,False,14,0.2494977902772197,0.0010044194455604,116
252.0,8,4.0,6.0,37.77408,-122.44232,1.0,1.0,1.0,0,30,120,26,56,86,176,1.5,63.0,168.0,True,False,False,18,0.2372940940136601,0.0124045801526717,48
188.0,5,2.0,4.0,32.74079,-117.25334,1.0,1.0,1.0,0,2,90,14,36,57,158,2.0,94.0,188.0,True,False,False,14,0.2494977902772197,0.0295299316994777,85
175.0,2,1.0,2.0,37.75003,-122.4179,0.0,1.0,1.0,0,30,40,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69
99.0,2,0.0,1.0,32.72227,-117.1571,0.0,1.0,1.0,1,2,28,28,58,88,89,1.0,113.0,99.0,True,False,False,18,0.2372940940136601,0.00863800723182,23
178.0,4,1.0,3.0,32.75053,-117.24289,1.0,1.0,1.0,1,2,60,7,37,67,157,3.0,178.0,178.0,True,False,False,21,0.0186319807151466,0.0295299316994777,85
165.0,4,2.0,3.0,32.709770612655575,-117.2384915349182,0.0,1.0,1.0,0,31,365,3,3,3,212,1.5,82.5,82.5,True,False,False,14,0.2494977902772197,0.0031137002812374,136
187.0,5,1.0,3.0,32.86315820337219,-117.2362635934243,0.0,0.0,0.86,1,30,90,0,0,0,208,3.0,187.0,187.0,True,False,False,10,0.1206307754118119,0.0028123744475693,56
175.0,4,2.0,2.0,32.94034,-117.23578,0.0,1.0,1.0,0,31,124,0,0,0,0,1.0,87.5,87.5,True,False,False,18,0.2372940940136601,0.0053736440337484,13
150.0,2,2.0,2.0,37.734814,-122.418434,1.0,1.0,1.0,0,30,30,0,0,0,212,1.0,75.0,150.0,True,False,False,13,0.0311872237846524,0.013057452792286,9
175.0,2,1.0,2.0,37.7884146,-122.4215935,0.0,0.0,1.0,0,3,360,30,60,90,365,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
630.0,8,2.0,3.0,32.8337665,-117.2574657,0.0,1.0,1.0,1,3,365,6,31,50,315,1.5,315.0,210.0,True,False,False,14,0.2494977902772197,0.040980313378867,55
175.0,2,1.0,2.0,37.8076,-122.41317,1.0,1.0,1.0,0,1,365,0,0,0,0,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0116010445962233,79
175.0,2,2.0,2.0,37.72727,-122.36859,0.0,1.0,1.0,1,31,360,0,0,0,0,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0074829248694254,8
355.0,16,5.0,7.0,32.80095980549702,-117.20557928798368,1.0,1.0,1.0,0,2,365,6,28,58,333,1.4,71.0,118.33333333333331,True,False,False,14,0.2494977902772197,0.0106468461229409,6
372.0,14,6.0,8.0,32.79726,-117.23122,0.0,1.0,1.0,0,3,1125,5,35,65,302,1.3333333333333333,62.0,186.0,True,False,False,14,0.2494977902772197,0.049768983527521,92
157.0,4,2.0,2.0,32.71731,-117.1545,0.0,1.0,1.0,0,31,365,30,60,90,365,1.0,78.5,157.0,True,False,False,10,0.1206307754118119,0.0074327038971474,22
46.0,1,1.0,1.0,37.71267,-122.46883,0.0,1.0,1.0,0,30,60,30,60,90,365,1.0,46.0,30.666666666666668,False,True,False,37,0.0874849337083165,0.0056247488951386,86
173.0,4,2.0,3.0,32.7537,-117.1528,1.0,1.0,1.0,0,4,120,0,0,0,116,1.5,86.5,86.5,True,False,False,14,0.2494977902772197,0.0078344716753716,133
175.0,4,2.0,2.0,32.74746779451208,-117.16598116137696,1.0,0.0,1.0,0,31,1125,0,20,20,201,1.0,87.5,116.66666666666669,True,False,False,10,0.1206307754118119,0.0271193250301325,66
50.0,2,0.0,1.0,37.79586,-122.41915,1.0,1.0,1.0,0,30,200,0,0,0,233,1.0,113.0,50.0,False,True,False,24,0.0010546404178384,0.0180795500200883,76
175.0,4,1.0,2.0,32.827842712402344,-117.27731323242188,0.0,1.0,1.0,0,90,365,0,0,0,125,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.040980313378867,55
335.0,7,3.0,5.0,32.76570788064263,-117.25080671100292,1.0,1.0,1.0,1,1,1125,11,34,55,237,1.6666666666666667,111.66666666666669,134.0,True,False,False,14,0.2494977902772197,0.0850743270389714,70
169.0,4,1.0,3.0,32.78436,-117.25376,0.0,0.0,0.97,0,3,1000,6,18,38,268,3.0,169.0,84.5,True,False,False,18,0.2372940940136601,0.0850743270389714,70
158.0,8,2.0,3.0,37.77896,-122.49872,1.0,1.0,1.0,0,1,28,16,40,70,339,1.5,79.0,158.0,True,False,False,14,0.2494977902772197,0.0093411008437123,90
175.0,4,1.0,2.0,37.78825,-122.40308,0.0,1.0,1.0,0,1,7,0,0,13,288,2.0,175.0,116.66666666666669,True,False,False,10,0.1206307754118119,0.0132583366813981,41
52.0,2,1.0,1.0,37.7102607,-122.4172383,0.0,1.0,1.0,0,1,365,14,44,72,252,1.0,52.0,52.0,False,True,False,37,0.0874849337083165,0.0030634793089594,131
350.0,12,6.0,6.0,32.91942,-117.14201,1.0,1.0,1.0,0,2,28,8,30,60,121,1.0,58.333333333333336,116.66666666666669,True,False,False,14,0.2494977902772197,0.0103455202892728,68
98.0,4,1.0,1.0,32.73737,-117.16017,0.0,0.0,1.0,0,5,7,0,0,0,64,1.0,98.0,98.0,False,True,False,51,0.0708115709120128,0.0271193250301325,66
175.0,5,1.0,3.0,32.71078,-117.15892,0.0,1.0,1.0,1,1,365,18,40,68,74,3.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0264664523905182,31
119.0,2,1.0,1.0,32.71847,-117.15658,1.0,1.0,1.0,0,2,30,25,48,78,168,1.0,119.0,119.0,True,False,False,18,0.2372940940136601,0.0074327038971474,22
150.0,2,0.0,1.0,37.78971,-122.43572,0.0,1.0,0.7,1,30,1125,5,26,33,308,1.0,113.0,150.0,True,False,False,18,0.2372940940136601,0.0075331458417034,93
548.0,6,3.0,3.0,32.8287201,-117.2779687,1.0,1.0,0.98,1,4,365,15,42,72,327,1.0,182.66666666666663,156.57142857142858,True,False,False,14,0.2494977902772197,0.040980313378867,55
95.0,2,1.0,1.0,37.77468,-122.40902,0.0,1.0,1.0,0,1,28,0,0,0,0,1.0,95.0,95.0,False,True,False,37,0.0874849337083165,0.0296805946163117,118
137.0,2,1.0,1.0,32.8493054,-117.2712317,1.0,1.0,0.98,1,31,365,4,34,64,339,1.0,137.0,137.0,True,False,False,18,0.2372940940136601,0.040980313378867,55
108.0,2,2.0,1.0,32.747002,-117.206612,0.0,1.0,1.0,0,1,28,29,59,89,364,0.5,54.0,108.0,False,True,False,51,0.0708115709120128,0.0021092808356769,67
58.0,2,1.0,1.0,37.79266,-122.41847,0.0,1.0,1.0,0,365,1125,30,60,90,365,1.0,58.0,19.333333333333332,False,True,False,37,0.0874849337083165,0.0180795500200883,76
645.0,16,5.0,9.0,32.96889,-117.13045,0.0,1.0,0.97,1,2,730,8,31,58,320,1.8,129.0,215.0,True,False,False,14,0.2494977902772197,0.0062274005624748,104
112.0,6,2.0,3.0,32.74018,-117.17589,1.0,1.0,1.0,0,2,1125,11,30,54,302,1.5,56.0,56.0,True,False,False,23,0.002159501807955,0.0271193250301325,66
85.0,2,0.0,1.0,32.7243175,-117.1609332,0.0,1.0,0.99,1,2,28,25,55,85,330,1.0,113.0,85.0,True,False,False,18,0.2372940940136601,0.0143631980715146,96
175.0,10,4.0,2.0,32.8496603608586,-117.24626824026264,0.0,1.0,1.0,0,31,1125,28,58,88,363,0.5,43.75,38.888888888888886,True,False,False,14,0.2494977902772197,0.040980313378867,55
95.0,1,1.0,1.0,32.93679,-117.06909,1.0,1.0,1.0,0,3,90,22,52,81,81,1.0,95.0,95.0,False,True,False,37,0.0874849337083165,0.0009541984732824,109
175.0,1,1.0,2.0,37.79355,-122.42988,0.0,1.0,1.0,0,31,1125,0,0,0,0,2.0,175.0,175.0,False,True,False,30,0.0137103254319003,0.0075331458417034,93
150.0,6,2.0,4.0,32.67945533113774,-117.04392626881598,1.0,1.0,1.0,0,2,28,8,29,58,330,2.0,75.0,150.0,True,False,False,21,0.0186319807151466,0.002259943752511,95
134.0,4,0.0,2.0,37.78846120245842,-122.40848879259885,1.0,1.0,0.98,0,2,365,25,55,63,63,1.0,113.0,134.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
175.0,4,2.0,2.0,32.72702,-117.1634,0.0,1.0,1.0,0,2,30,13,26,50,130,1.0,87.5,175.0,True,False,False,11,0.0118521494576135,0.0143631980715146,96
110.0,1,1.0,1.0,32.93652231366869,-117.06931963337269,1.0,1.0,1.0,0,3,365,14,44,74,82,1.0,110.0,110.0,False,True,False,37,0.0874849337083165,0.0009541984732824,109
124.0,2,0.0,1.0,32.72275,-117.16762,0.0,0.0,0.99,1,1,365,11,25,25,25,1.0,113.0,124.0,False,True,False,51,0.0708115709120128,0.0111992768179991,61
175.0,3,1.0,2.0,37.71926,-122.45396,1.0,1.0,1.0,0,3,10,0,0,0,0,2.0,175.0,175.0,True,False,False,12,0.0419847328244274,0.0056247488951386,86
100.0,2,0.0,1.0,32.7100285,-117.149821,0.0,1.0,1.0,0,31,365,23,53,83,358,1.0,113.0,100.0,True,False,False,18,0.2372940940136601,0.0264664523905182,31
175.0,8,4.0,2.0,32.7334692,-117.2380555,1.0,1.0,1.0,1,2,233,8,28,58,329,0.5,43.75,43.75,True,False,False,14,0.2494977902772197,0.0179791080755323,62
175.0,2,1.0,1.0,37.79497,-122.40081,0.0,1.0,1.0,1,1,365,13,17,17,17,1.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0132583366813981,41
165.0,4,2.0,3.0,37.76457,-122.45057,0.0,1.0,1.0,0,2,100,0,0,0,0,1.5,82.5,82.5,True,False,False,18,0.2372940940136601,0.0124045801526717,48
109.0,2,1.0,1.0,32.79971,-117.25754,1.0,1.0,1.0,1,2,1125,9,32,62,311,1.0,109.0,109.0,True,False,False,18,0.2372940940136601,0.049768983527521,92
322.0,6,1.0,2.0,32.8009,-117.25708,1.0,1.0,0.7,0,3,1125,20,47,77,297,2.0,322.0,322.0,True,False,False,18,0.2372940940136601,0.049768983527521,92
103.0,4,1.0,2.0,32.71358415709917,-117.14957907509208,0.0,1.0,1.0,1,2,365,13,37,67,247,2.0,103.0,103.0,True,False,False,18,0.2372940940136601,0.0264664523905182,31
415.0,10,4.0,6.0,32.80491,-117.21023,0.0,1.0,0.8,1,31,1125,27,57,87,361,1.5,103.75,207.5,True,False,False,14,0.2494977902772197,0.0106468461229409,6
195.0,4,2.0,2.0,32.72452,-117.16905,0.0,1.0,0.5,0,31,1125,28,58,88,363,1.0,97.5,97.5,True,False,False,10,0.1206307754118119,0.0111992768179991,61
219.0,4,2.0,2.0,37.75085,-122.41199,0.0,0.0,1.0,0,30,365,0,0,6,281,1.0,109.5,109.5,True,False,False,10,0.1206307754118119,0.0269184411410204,69
216.0,4,1.0,2.0,32.75917,-117.11406,1.0,1.0,1.0,0,2,28,15,20,20,20,2.0,216.0,216.0,True,False,False,14,0.2494977902772197,0.0085877862595419,78
95.0,2,1.0,1.0,37.72823,-122.39253,0.0,1.0,1.0,0,3,28,7,29,58,333,1.0,95.0,95.0,True,False,False,12,0.0419847328244274,0.0074829248694254,8
85.0,2,1.0,1.0,37.761097,-122.424545,1.0,1.0,1.0,0,1,28,12,30,40,180,1.0,85.0,85.0,False,True,False,30,0.0137103254319003,0.0269184411410204,69
175.0,8,4.0,2.0,37.75174,-122.43725,0.0,1.0,1.0,1,31,1125,0,0,0,0,0.5,43.75,58.333333333333336,True,False,False,14,0.2494977902772197,0.0116512655685014,77
494.0,8,4.0,5.0,32.82461,-117.19189,1.0,0.0,1.0,0,3,1125,19,39,63,317,1.25,123.5,197.6,True,False,False,14,0.2494977902772197,0.0089895540377661,19
208.0,2,1.0,1.0,37.76665,-122.42058,0.0,0.0,0.93,0,30,365,1,31,61,336,1.0,208.0,208.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69
63.0,2,0.0,1.0,32.7113378,-117.160699,0.0,1.0,1.0,1,1,14,28,58,88,363,1.0,113.0,12.6,False,True,False,40,0.0393230212936922,0.0154680594616311,42
144.0,2,1.0,1.0,32.72105,-117.16894,1.0,1.0,1.0,1,2,32,11,34,60,210,1.0,144.0,144.0,True,False,False,16,0.0068300522298111,0.0111992768179991,61
351.0,6,2.0,2.0,32.79838,-117.23276,0.0,1.0,0.5,1,1,365,0,1,25,115,1.0,175.5,175.5,True,False,False,18,0.2372940940136601,0.049768983527521,92
600.0,6,3.0,3.0,32.77679824020437,-117.2525828837266,0.0,1.0,0.0,1,29,365,30,60,90,351,1.0,200.0,171.42857142857142,True,False,False,14,0.2494977902772197,0.0850743270389714,70
175.0,1,1.0,2.0,37.75721,-122.49795,0.0,1.0,1.0,0,30,10000,0,0,0,0,2.0,175.0,175.0,False,True,False,37,0.0874849337083165,0.0167738047408597,91
175.0,2,1.0,1.0,37.78306,-122.418146,0.0,1.0,1.0,1,1,365,2,2,2,2,1.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
263.0,2,1.0,1.0,37.7884146,-122.4215935,0.0,0.0,1.0,0,2,360,30,60,90,365,1.0,263.0,263.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
260.0,2,1.0,1.0,37.77405,-122.41869,1.0,1.0,1.0,1,2,28,8,22,48,133,1.0,260.0,260.0,True,False,False,12,0.0419847328244274,0.0296805946163117,118
266.0,4,0.0,3.0,32.73779,-117.16033,0.0,1.0,0.6,0,1,7,30,60,90,90,1.0,113.0,266.0,False,True,False,41,0.0030634793089594,0.0271193250301325,66
482.0,5,3.0,3.0,32.84039,-117.27148,1.0,1.0,1.0,0,3,1125,26,49,74,334,1.0,160.66666666666666,137.71428571428572,True,False,False,21,0.0186319807151466,0.040980313378867,55
89.0,1,1.0,1.0,37.7851394,-122.4097605,0.0,1.0,1.0,0,30,365,0,0,0,217,1.0,89.0,22.25,False,True,False,40,0.0393230212936922,0.06046605062274,29
48.0,2,1.0,1.0,32.78638,-117.10666,1.0,1.0,1.0,0,31,365,0,0,0,268,1.0,48.0,48.0,False,True,False,40,0.0393230212936922,0.0033145841703495,47
263.0,2,1.0,1.0,37.7884146,-122.4215935,0.0,0.0,1.0,1,3,360,30,60,90,365,1.0,263.0,263.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
226.0,2,2.0,2.0,37.73269,-122.49289,1.0,1.0,1.0,0,2,25,6,30,60,60,1.0,113.0,113.0,False,True,False,35,0.004419445560466,0.0026617115307352,58
468.0,8,4.0,4.0,32.77187,-117.19992,1.0,1.0,1.0,0,5,29,3,27,57,332,1.0,117.0,156.0,True,False,False,14,0.2494977902772197,0.0048714343109682,72
214.0,4,2.0,2.0,32.78310013,-117.2519989,1.0,1.0,1.0,0,3,365,24,54,84,359,1.0,107.0,214.0,True,False,False,11,0.0118521494576135,0.0850743270389714,70
97.0,1,1.0,1.0,32.86477,-117.22272,0.0,0.0,1.0,0,35,95,2,32,62,152,1.0,97.0,97.0,False,True,False,40,0.0393230212936922,0.0101446364001607,129
256.0,8,3.0,3.0,32.7221605,-117.1693272,0.0,1.0,1.0,1,2,275,12,35,62,227,1.0,85.33333333333333,128.0,True,False,False,18,0.2372940940136601,0.0111992768179991,61
175.0,2,1.0,2.0,32.70207,-117.14279,1.0,0.0,1.0,1,2,30,23,49,79,259,2.0,175.0,175.0,False,True,False,49,0.0121534752912816,0.00431900361591,65
210.0,4,2.0,2.0,32.72833,-117.16602,1.0,0.0,1.0,1,2,1125,13,14,14,14,1.0,105.0,105.0,True,False,False,10,0.1206307754118119,0.0143631980715146,96
100.0,1,1.0,1.0,37.77452299999999,-122.4280389,1.0,1.0,1.0,0,3,365,1,7,36,126,1.0,100.0,100.0,False,True,False,37,0.0874849337083165,0.0242567296102852,135
388.0,8,2.0,0.0,37.77766,-122.4143,0.0,1.0,1.0,1,1,365,26,52,82,348,0.0,194.0,388.0,False,False,False,51,0.0708115709120128,0.0296805946163117,118
100.0,2,1.0,1.0,32.7091263,-117.161181,0.0,1.0,1.0,0,31,365,24,54,84,359,1.0,100.0,100.0,True,False,False,18,0.2372940940136601,0.0154680594616311,42
112.0,4,2.0,2.0,32.822131778073185,-117.1703731371937,1.0,1.0,1.0,1,31,365,0,0,23,298,1.0,56.0,56.0,True,False,False,10,0.1206307754118119,0.0089895540377661,19
200.0,2,1.0,2.0,37.7912563,-122.4088333,1.0,1.0,0.96,0,1,7,6,14,14,14,2.0,200.0,200.0,False,True,False,49,0.0121534752912816,0.0082864604258738,15
188.0,2,1.0,2.0,32.79631,-117.24564,1.0,1.0,1.0,0,31,365,30,60,90,365,2.0,188.0,188.0,True,False,False,18,0.2372940940136601,0.049768983527521,92
225.0,2,1.0,1.0,37.7991,-122.42241,0.0,1.0,0.8,0,30,365,23,53,83,358,1.0,225.0,225.0,True,False,False,18,0.2372940940136601,0.008738449176376,108
51.0,2,1.0,1.0,37.77734939099588,-122.41745634284068,0.0,1.0,0.99,0,30,365,15,45,75,350,1.0,51.0,25.5,False,True,False,51,0.0708115709120128,0.06046605062274,29
132.0,4,2.0,2.0,32.71073,-117.15384,0.0,1.0,0.4,0,31,1125,30,60,90,129,1.0,66.0,132.0,True,False,False,10,0.1206307754118119,0.0264664523905182,31
212.0,4,2.0,2.0,32.7425,-117.16469,1.0,1.0,1.0,0,2,300,20,46,76,351,1.0,106.0,106.0,True,False,False,10,0.1206307754118119,0.0271193250301325,66
296.0,5,2.0,4.0,32.776932,-117.252998,1.0,1.0,1.0,1,1,1000,9,35,60,306,2.0,148.0,148.0,True,False,False,10,0.1206307754118119,0.0850743270389714,70
151.0,10,3.0,6.0,32.79665,-117.07763,1.0,1.0,1.0,1,2,220,21,51,81,355,2.0,50.333333333333336,75.5,True,False,False,14,0.2494977902772197,0.0009541984732824,0
175.0,6,3.0,2.0,32.91195160797923,-117.2211977590126,1.0,1.0,1.0,1,2,365,0,0,0,0,0.6666666666666666,58.333333333333336,70.0,True,False,False,14,0.2494977902772197,0.0053736440337484,13
111.0,2,1.0,1.0,37.7731,-122.42077,0.0,1.0,0.91,1,1,28,18,47,77,352,1.0,111.0,111.0,False,True,False,51,0.0708115709120128,0.0296805946163117,118
175.0,2,1.0,2.0,37.7849,-122.4082342,0.0,1.0,1.0,0,1,365,0,0,0,0,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
72.0,2,1.0,1.0,32.7001,-117.13619,1.0,1.0,0.96,0,1,7,26,55,56,56,1.0,72.0,72.0,False,True,False,37,0.0874849337083165,0.00431900361591,65
130.0,4,2.0,2.0,32.7511652,-117.1716381,1.0,1.0,1.0,0,7,365,25,55,85,360,1.0,65.0,65.0,True,False,False,18,0.2372940940136601,0.010897950984331,87
375.0,6,3.0,4.0,37.78435,-122.44921,1.0,1.0,1.0,0,31,1125,0,0,0,148,1.3333333333333333,125.0,125.0,True,False,False,21,0.0186319807151466,0.0014061872237846,101
109.0,2,0.0,1.0,32.7209,-117.1574,1.0,1.0,1.0,1,2,12,30,56,86,87,1.0,113.0,109.0,True,False,False,18,0.2372940940136601,0.00863800723182,23
100.0,2,1.0,1.0,37.75333,-122.42661,0.0,1.0,1.0,0,30,180,0,0,30,305,1.0,100.0,100.0,True,False,False,18,0.2372940940136601,0.0116512655685014,77
175.0,4,2.0,2.0,32.79897,-117.25628,0.0,1.0,1.0,0,7,30,0,0,0,0,1.0,87.5,175.0,True,False,False,10,0.1206307754118119,0.049768983527521,92
195.0,5,2.0,3.0,32.759619402575105,-117.09141133666424,0.0,1.0,0.89,0,2,365,3,3,3,150,1.5,97.5,97.5,True,False,False,14,0.2494977902772197,0.0021092808356769,122
164.0,6,2.0,3.0,32.7531183,-117.1274433,0.0,1.0,1.0,1,2,365,22,52,82,271,1.5,82.0,164.0,True,False,False,14,0.2494977902772197,0.0276717557251908,82
99.0,6,2.0,3.0,32.751716129707695,-117.1186676993966,1.0,1.0,1.0,0,1,365,15,40,58,322,1.5,49.5,99.0,True,False,False,14,0.2494977902772197,0.0085375652872639,18
358.0,4,2.0,3.0,32.73981,-117.2548,0.0,0.0,1.0,0,2,1125,1,2,3,196,1.5,179.0,179.0,True,False,False,10,0.1206307754118119,0.0295299316994777,85
183.0,2,1.0,0.0,32.7245,-117.1683,0.0,0.0,1.0,1,1,365,30,60,90,341,0.0,183.0,183.0,False,False,False,51,0.0708115709120128,0.0111992768179991,61
53.0,2,1.0,1.0,37.71159,-122.40027,0.0,1.0,1.0,0,30,100,0,0,0,133,1.0,53.0,53.0,False,True,False,40,0.0393230212936922,0.0030634793089594,131
137.0,6,1.0,2.0,32.71232,-117.15966,1.0,1.0,1.0,0,3,365,16,42,72,347,2.0,137.0,137.0,True,False,False,10,0.1206307754118119,0.0154680594616311,42
175.0,4,2.0,2.0,37.78166,-122.41255,0.0,1.0,1.0,1,30,120,0,0,0,0,1.0,87.5,87.5,True,False,False,18,0.2372940940136601,0.06046605062274,29
