price,accommodates,bedrooms,beds,latitude,longitude,host_is_superhost,host_identity_verified,host_response_rate,instant_bookable,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,space_efficiency,price_per_bedroom,price_per_bathroom,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_label,property_type_frequency,neighbourhood_frequency,neighbourhood_label
175.0,4,1.0,2.0,32.71832,-117.15911,1.0,1.0,1.0,1,2,365,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0074327038971474,22
143.0,2,1.0,1.0,32.75542,-117.15817,0.0,1.0,1.0,1,1,365,27,57,87,362,1.0,143.0,143.0,True,False,False,13,0.0311872237846524,0.0078344716753716,133
66.0,2,0.0,2.0,32.7183,-117.15798,0.0,1.0,1.0,1,2,24,17,47,77,78,1.0,113.0,66.0,True,False,False,18,0.2372940940136601,0.0074327038971474,22
525.0,6,2.0,3.0,32.80154242086331,-117.25918696847216,0.0,1.0,0.98,1,1,365,5,29,54,324,1.5,262.5,262.5,True,False,False,10,0.1206307754118119,0.049768983527521,92
175.0,2,1.0,2.0,37.77963,-122.4218,1.0,1.0,1.0,0,2,6,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
137.0,6,2.0,3.0,32.7476421,-117.1631241,0.0,0.0,1.0,1,2,365,15,22,42,132,1.5,68.5,137.0,True,False,False,18,0.2372940940136601,0.0271193250301325,66
175.0,2,1.0,2.0,32.71745,-117.15462,0.0,1.0,1.0,0,31,365,30,60,90,365,2.0,175.0,175.0,True,False,False,10,0.1206307754118119,0.0074327038971474,22
175.0,6,3.0,2.0,37.73824,-122.41741,0.0,0.0,1.0,0,5,10,0,0,0,0,0.6666666666666666,58.333333333333336,175.0,True,False,False,14,0.2494977902772197,0.013057452792286,9
67.0,2,1.0,1.0,37.7267606,-122.4085215,1.0,1.0,1.0,0,120,370,13,43,73,348,1.0,67.0,44.666666666666664,False,True,False,37,0.0874849337083165,0.0080353555644837,40
175.0,2,1.0,2.0,37.79057,-122.40525,0.0,1.0,0.98,0,1,27,30,60,90,365,2.0,175.0,175.0,False,True,False,49,0.0121534752912816,0.0132583366813981,41
175.0,4,1.0,2.0,32.7163139,-117.162494,0.0,1.0,1.0,1,1,1125,25,51,81,349,2.0,175.0,175.0,False,False,False,51,0.0708115709120128,0.0074327038971474,22
50.0,2,1.0,1.0,37.79172,-122.42083,0.0,1.0,1.0,0,365,1125,30,60,90,365,1.0,50.0,10.0,False,True,False,37,0.0874849337083165,0.0180795500200883,76
50.0,2,1.0,1.0,37.76936,-122.42526,0.0,1.0,1.0,0,365,1125,30,60,90,365,1.0,50.0,10.0,False,True,False,37,0.0874849337083165,0.0269184411410204,69
250.0,4,2.0,3.0,37.7744305,-122.4286668,0.0,0.0,1.0,1,30,30,28,58,88,363,1.5,125.0,250.0,True,False,False,18,0.2372940940136601,0.0242567296102852,135
118.0,2,1.0,1.0,32.74142,-117.15049,1.0,1.0,1.0,0,7,365,8,21,36,311,1.0,118.0,118.0,True,False,False,14,0.2494977902772197,0.0271193250301325,66
168.0,3,1.0,0.0,32.80149,-117.25891,1.0,1.0,0.93,0,3,365,16,46,76,292,0.0,168.0,168.0,True,False,False,18,0.2372940940136601,0.049768983527521,92
175.0,2,1.0,2.0,37.7892,-122.4063,1.0,1.0,1.0,1,1,365,0,0,0,0,2.0,175.0,175.0,True,False,False,20,0.0095419847328244,0.0132583366813981,41
175.0,2,2.0,2.0,32.86763,-117.23352,0.0,1.0,0.4,0,31,365,0,18,48,48,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0028123744475693,56
185.0,8,4.0,4.0,32.7951,-117.13591,1.0,1.0,1.0,1,3,28,6,20,44,205,1.0,46.25,92.5,True,False,False,14,0.2494977902772197,0.0061269586179188,114
105.0,2,0.0,1.0,32.78235,-117.25231,1.0,0.0,1.0,0,2,1125,5,23,38,109,1.0,113.0,105.0,True,False,False,14,0.2494977902772197,0.0850743270389714,70
266.0,4,1.0,2.0,37.79267142799335,-122.40792496285388,0.0,1.0,1.0,1,1,365,2,12,26,100,2.0,266.0,266.0,True,False,False,10,0.1206307754118119,0.0082864604258738,15
175.0,2,1.0,2.0,37.78898,-122.40841,0.0,1.0,1.0,1,1,1125,25,55,85,341,2.0,175.0,175.0,False,False,False,51,0.0708115709120128,0.06046605062274,29
109.0,2,1.0,1.0,32.782181,-117.111161,1.0,1.0,1.0,0,31,1125,0,21,51,326,1.0,109.0,109.0,True,False,False,18,0.2372940940136601,0.0033145841703495,47
148.0,4,1.0,1.0,32.79327,-117.23161,0.0,1.0,1.0,1,2,700,22,50,77,322,1.0,148.0,148.0,True,False,False,10,0.1206307754118119,0.0850743270389714,70
175.0,2,1.0,2.0,37.79192,-122.40889,1.0,1.0,1.0,1,2,7,0,0,0,0,2.0,175.0,175.0,True,False,False,20,0.0095419847328244,0.0082864604258738,15
95.0,4,1.0,0.0,32.76038,-117.16648,0.0,0.0,1.0,1,1,365,30,60,90,341,0.0,95.0,95.0,False,False,False,51,0.0708115709120128,0.010897950984331,87
525.0,6,3.0,5.0,37.73508,-122.46109,0.0,1.0,1.0,0,5,21,0,0,0,243,1.6666666666666667,175.0,131.25,True,False,False,14,0.2494977902772197,0.0045701084773001,134
175.0,4,1.0,2.0,32.74041629390564,-117.1262177372635,1.0,1.0,1.0,0,1,21,0,0,0,52,2.0,175.0,175.0,True,False,False,12,0.0419847328244274,0.0276717557251908,82
44.0,1,1.0,0.0,32.74591,-117.2495,1.0,1.0,0.99,1,1,1125,30,60,90,365,0.0,44.0,44.0,False,False,True,58,0.0025110486139011,0.0295299316994777,85
263.0,2,1.0,1.0,37.7884146,-122.4215935,0.0,0.0,1.0,1,3,360,30,60,90,365,1.0,263.0,263.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
175.0,4,1.0,2.0,37.80488,-122.40928,1.0,1.0,1.0,0,30,30,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0116010445962233,79
536.0,8,5.0,5.0,32.92266952414538,-117.21630685086116,1.0,1.0,0.9,0,2,24,24,51,76,349,1.0,107.2,134.0,True,False,False,14,0.2494977902772197,0.0053736440337484,13
53.0,3,1.0,1.0,32.77744640944354,-117.07987708284584,0.0,1.0,0.99,0,1,365,21,51,71,335,1.0,53.0,53.0,False,True,False,37,0.0874849337083165,0.0047207713941341,20
130.0,3,1.0,1.0,37.72492,-122.40852,1.0,1.0,1.0,0,3,25,3,14,38,122,1.0,130.0,130.0,True,False,False,12,0.0419847328244274,0.0080353555644837,40
147.0,3,1.0,2.0,32.85489,-117.19187,0.0,1.0,1.0,0,31,730,30,60,90,180,2.0,147.0,147.0,False,True,False,37,0.0874849337083165,0.0101446364001607,129
136.0,2,1.0,1.0,32.7304,-117.16319,1.0,1.0,1.0,1,6,150,0,0,11,286,1.0,136.0,136.0,False,True,False,40,0.0393230212936922,0.0143631980715146,96
187.0,4,2.0,2.0,32.74717,-117.17094,0.0,0.0,1.0,0,3,30,24,54,78,258,1.0,93.5,187.0,True,False,False,14,0.2494977902772197,0.0271193250301325,66
175.0,3,1.0,2.0,32.75621,-117.1501,0.0,1.0,0.5,0,31,365,0,0,0,234,2.0,175.0,175.0,True,False,False,14,0.2494977902772197,0.0078344716753716,133
96.0,1,1.0,1.0,37.78599,-122.43232,0.0,1.0,0.86,0,30,120,0,30,60,335,1.0,96.0,96.0,False,True,False,30,0.0137103254319003,0.0242567296102852,135
133.0,4,1.0,2.0,32.754888658770106,-117.2489131396971,1.0,1.0,0.99,1,2,28,25,55,85,265,2.0,133.0,133.0,True,False,False,18,0.2372940940136601,0.0295299316994777,85
175.0,6,3.0,2.0,32.76386,-117.11374,0.0,1.0,1.0,0,31,365,0,0,0,0,0.6666666666666666,58.333333333333336,87.5,True,False,False,14,0.2494977902772197,0.0085877862595419,78
310.0,2,2.0,2.0,37.80305,-122.4168,0.0,1.0,1.0,0,30,150,20,50,80,355,1.0,155.0,155.0,True,False,False,18,0.2372940940136601,0.008738449176376,108
175.0,4,1.0,2.0,32.74745559692383,-117.19064331054688,1.0,1.0,1.0,0,3,28,1,1,1,1,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.010897950984331,87
61.0,1,1.0,2.0,32.7156,-117.14331,1.0,1.0,0.75,0,30,90,0,7,37,312,2.0,61.0,61.0,False,True,False,37,0.0874849337083165,0.0120530333467255,3
136.0,4,1.0,1.0,32.71096,-117.15236,0.0,1.0,1.0,0,31,335,30,60,90,365,1.0,136.0,136.0,True,False,False,18,0.2372940940136601,0.0264664523905182,31
78.0,2,1.0,1.0,32.80003,-117.20832,1.0,1.0,1.0,1,2,365,7,26,52,324,1.0,78.0,78.0,True,False,False,13,0.0311872237846524,0.0106468461229409,6
175.0,3,1.0,2.0,32.7288635,-117.1261668,1.0,1.0,1.0,0,7,120,8,35,44,210,2.0,175.0,175.0,True,False,False,11,0.0118521494576135,0.0053234230614704,117
248.0,4,1.0,2.0,32.70845,-117.15551,1.0,0.0,1.0,1,2,365,16,37,67,247,2.0,248.0,165.33333333333334,True,False,False,10,0.1206307754118119,0.0264664523905182,31
175.0,2,1.0,2.0,37.7728017,-122.4057559,0.0,1.0,1.0,1,31,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,18,0.2372940940136601,0.0296805946163117,118
181.0,4,2.0,0.0,37.78911,-122.41201,0.0,1.0,1.0,0,30,365,0,0,28,208,0.0,90.5,90.5,True,False,False,18,0.2372940940136601,0.06046605062274,29
175.0,16,4.0,2.0,32.8309813,-117.2793456,1.0,1.0,0.98,1,31,365,0,3,16,252,0.5,43.75,43.75,True,False,False,8,0.0071815990357573,0.040980313378867,55
484.0,14,4.0,7.0,32.79016743439345,-117.23248501148092,1.0,1.0,1.0,0,2,1125,14,35,61,149,1.75,121.0,161.33333333333334,True,False,False,14,0.2494977902772197,0.0850743270389714,70
207.0,6,3.0,3.0,37.749969482421875,-122.427734375,1.0,1.0,1.0,0,30,270,0,0,29,304,1.0,69.0,207.0,True,False,False,14,0.2494977902772197,0.0116512655685014,77
130.0,1,1.0,1.0,32.69843,-117.13418,1.0,1.0,1.0,0,2,30,20,42,72,347,1.0,130.0,130.0,False,True,False,37,0.0874849337083165,0.00431900361591,65
175.0,4,1.0,2.0,37.8015142,-122.4256185,0.0,1.0,1.0,1,1,365,30,60,90,365,2.0,175.0,175.0,False,False,False,51,0.0708115709120128,0.0154178384893531,64
175.0,5,3.0,2.0,37.75081,-122.40897,0.0,1.0,1.0,0,3,30,0,0,0,0,0.6666666666666666,58.333333333333336,175.0,True,False,False,10,0.1206307754118119,0.0269184411410204,69
175.0,6,3.0,2.0,37.729792,-122.4015003,0.0,1.0,1.0,1,30,365,0,0,0,0,0.6666666666666666,58.333333333333336,87.5,True,False,False,14,0.2494977902772197,0.0074829248694254,8
240.0,3,0.0,2.0,37.79172,-122.40661,1.0,1.0,1.0,0,3,7,12,20,27,27,1.0,113.0,240.0,True,False,False,10,0.1206307754118119,0.0082864604258738,15
175.0,4,2.0,2.0,32.8636031,-117.2015686,1.0,0.0,1.0,0,31,90,4,4,13,288,1.0,87.5,87.5,True,False,False,10,0.1206307754118119,0.0101446364001607,129
175.0,4,1.0,2.0,37.7795829,-122.5092287,0.0,1.0,1.0,1,1,365,0,0,0,0,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.0093411008437123,90
175.0,6,3.0,2.0,32.79927,-117.24275,0.0,1.0,1.0,0,3,730,0,0,0,0,0.6666666666666666,58.333333333333336,58.333333333333336,True,False,False,21,0.0186319807151466,0.049768983527521,92
171.0,4,1.0,1.0,32.72176,-117.23131,1.0,0.0,1.0,1,3,28,9,39,65,245,1.0,171.0,171.0,True,False,False,18,0.2372940940136601,0.0021092808356769,67
566.0,16,6.0,10.0,32.948144360474195,-117.25817715045886,1.0,1.0,1.0,0,2,1125,19,40,66,154,1.6666666666666667,94.33333333333331,113.2,True,False,False,14,0.2494977902772197,0.0029128163921253,27
141.0,4,1.0,2.0,32.71229,-117.15814,1.0,0.0,1.0,0,60,720,12,12,18,293,2.0,141.0,141.0,True,False,False,16,0.0068300522298111,0.0264664523905182,31
238.0,2,0.0,1.0,37.77479,-122.42057,0.0,1.0,1.0,0,31,1125,0,1,1,102,1.0,113.0,238.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
426.0,8,4.0,7.0,32.83546,-117.19304,0.0,1.0,1.0,0,2,365,30,59,89,363,1.75,106.5,213.0,True,False,False,14,0.2494977902772197,0.0069304941743672,81
625.0,8,3.0,4.0,32.76609,-117.25131,1.0,1.0,1.0,1,1,1125,8,19,37,308,1.3333333333333333,208.33333333333337,208.33333333333337,True,False,False,10,0.1206307754118119,0.0850743270389714,70
380.0,8,3.0,4.0,32.78038428899438,-117.193338877117,1.0,1.0,1.0,1,2,365,14,35,65,338,1.3333333333333333,126.66666666666669,190.0,True,False,False,14,0.2494977902772197,0.0106468461229409,6
136.0,5,1.0,2.0,32.78524,-117.25375,0.0,1.0,0.95,0,3,1125,27,56,80,355,2.0,136.0,136.0,True,False,False,11,0.0118521494576135,0.0850743270389714,70
175.0,2,1.0,2.0,37.74503,-122.48182,0.0,1.0,1.0,0,30,1125,0,0,0,0,2.0,175.0,175.0,False,True,False,37,0.0874849337083165,0.006578947368421,97
305.0,6,3.0,3.0,32.8305252,-117.2775856,0.0,0.0,0.97,0,3,365,8,34,57,235,1.0,101.66666666666669,122.0,True,False,False,10,0.1206307754118119,0.040980313378867,55
153.0,4,2.0,2.0,32.7523604,-117.1306917,1.0,1.0,1.0,1,2,365,0,0,0,268,1.0,76.5,153.0,True,False,False,14,0.2494977902772197,0.0276717557251908,82
198.0,7,2.0,5.0,32.73,-117.1646,0.0,1.0,1.0,1,2,365,14,36,66,320,2.5,99.0,66.0,True,False,False,10,0.1206307754118119,0.0143631980715146,96
175.0,2,1.0,2.0,37.78796,-122.40882,0.0,0.0,1.0,0,1,21,0,0,0,0,2.0,175.0,175.0,False,True,False,51,0.0708115709120128,0.06046605062274,29
337.0,2,1.0,1.0,37.773018,-122.403236,1.0,1.0,1.0,0,30,150,6,36,66,66,1.0,337.0,337.0,True,False,False,16,0.0068300522298111,0.0296805946163117,118
196.0,6,2.0,3.0,37.76825,-122.43824,1.0,1.0,0.91,0,2,365,10,24,44,147,1.5,98.0,196.0,True,False,False,10,0.1206307754118119,0.0138107673764564,14
71.0,1,1.0,1.0,37.71788600316808,-122.39148018662222,1.0,1.0,1.0,0,14,90,13,13,42,317,1.0,71.0,71.0,False,True,False,37,0.0874849337083165,0.0074829248694254,8
102.0,2,1.0,1.0,32.80397339192044,-117.21794360434184,0.0,1.0,1.0,1,2,21,17,47,65,245,1.0,102.0,102.0,True,False,False,18,0.2372940940136601,0.049768983527521,92
144.0,2,1.0,2.0,37.7746,-122.492,0.0,1.0,1.0,1,30,160,0,0,15,108,2.0,144.0,144.0,True,False,False,12,0.0419847328244274,0.0093411008437123,90
525.0,4,1.0,2.0,37.79109,-122.40773,1.0,1.0,1.0,0,2,28,8,8,8,8,2.0,525.0,262.5,True,False,False,10,0.1206307754118119,0.0082864604258738,15
293.0,6,3.0,5.0,32.7959,-117.24584,0.0,0.0,1.0,0,3,30,17,18,18,18,1.6666666666666667,97.66666666666669,146.5,True,False,False,14,0.2494977902772197,0.049768983527521,92
274.0,2,1.0,1.0,37.806732733757656,-122.41214474020258,0.0,1.0,1.0,0,1,365,28,58,88,363,1.0,274.0,274.0,True,False,False,18,0.2372940940136601,0.0116010445962233,79
451.0,8,3.0,3.0,32.80424,-117.0653,1.0,1.0,1.0,0,2,365,30,60,90,365,1.0,150.33333333333334,225.5,True,False,False,23,0.002159501807955,0.0030132583366813,110
259.0,2,1.0,2.0,37.76083297128104,-122.40279603250517,1.0,1.0,1.0,0,5,365,15,37,53,310,2.0,259.0,259.0,True,False,False,14,0.2494977902772197,0.0068802732020891,99
159.0,4,1.0,1.0,32.75574,-117.13751,0.0,1.0,1.0,0,31,365,30,60,90,365,1.0,159.0,159.0,True,False,False,18,0.2372940940136601,0.0276717557251908,82
175.0,1,1.0,2.0,37.794259395589954,-122.40970338328007,0.0,1.0,0.98,0,30,365,0,0,0,130,2.0,175.0,136.75,False,True,False,40,0.0393230212936922,0.0180795500200883,76
76.0,2,1.0,1.0,37.75045,-122.48894,1.0,1.0,1.0,1,1,31,11,25,48,297,1.0,76.0,38.0,False,True,False,37,0.0874849337083165,0.0167738047408597,91
216.0,4,2.0,2.0,37.759933,-122.404805,0.0,1.0,1.0,0,30,1125,24,24,24,299,1.0,108.0,216.0,True,False,False,18,0.2372940940136601,0.0068802732020891,99
141.0,4,2.0,3.0,32.78149,-117.14854,0.0,1.0,1.0,1,31,1125,0,24,54,329,1.5,70.5,70.5,True,False,False,10,0.1206307754118119,0.0061269586179188,114
175.0,2,1.0,2.0,37.76505,-122.39624,0.0,1.0,1.0,0,30,90,0,0,0,0,2.0,175.0,175.0,False,True,False,39,0.0003515468059461,0.0068802732020891,99
215.0,6,3.0,3.0,32.79325,-117.24239,0.0,1.0,1.0,0,3,30,4,33,63,264,1.0,71.66666666666667,107.5,True,False,False,14,0.2494977902772197,0.0850743270389714,70
128.0,4,1.0,2.0,32.82896789999999,-117.2779478,0.0,0.0,0.97,0,3,365,2,30,60,330,2.0,128.0,128.0,True,False,False,14,0.2494977902772197,0.040980313378867,55
615.0,6,3.0,3.0,32.8578,-117.25715,1.0,0.0,1.0,1,4,90,13,19,30,267,1.0,205.0,246.0,True,False,False,14,0.2494977902772197,0.040980313378867,55
249.0,4,1.0,2.0,32.77608871459961,-117.25213623046876,0.0,1.0,1.0,1,3,365,30,60,90,365,2.0,249.0,249.0,True,False,False,14,0.2494977902772197,0.0850743270389714,70
155.0,4,2.0,3.0,32.746871062342805,-117.15350202655702,0.0,1.0,1.0,1,2,365,11,34,64,103,1.5,77.5,77.5,True,False,False,14,0.2494977902772197,0.0271193250301325,66
94.0,1,3.0,3.0,32.96609,-117.17615,0.0,1.0,0.75,0,31,365,30,60,90,364,1.0,31.333333333333332,47.0,False,True,False,37,0.0874849337083165,0.0053736440337484,13
175.0,1,1.0,2.0,37.76901,-122.44701,1.0,1.0,1.0,0,32,90,30,60,90,365,2.0,175.0,58.333333333333336,False,True,False,40,0.0393230212936922,0.0124045801526717,48
302.0,6,3.0,4.0,32.73936,-117.17184,1.0,0.0,1.0,1,3,1125,15,38,60,327,1.3333333333333333,100.66666666666669,302.0,True,False,False,14,0.2494977902772197,0.0271193250301325,66
98.0,6,2.0,3.0,32.70853805541992,-117.13888549804688,0.0,1.0,1.0,1,31,1125,0,0,0,0,1.5,49.0,98.0,True,False,False,18,0.2372940940136601,0.0096926476496584,46
59.0,2,0.0,1.0,32.73490825583182,-117.10196838351716,1.0,1.0,1.0,0,31,120,12,42,72,347,1.0,113.0,59.0,True,False,False,64,0.0018079550020088,0.0085375652872639,18
425.0,4,2.0,0.0,37.79761,-122.41331,0.0,1.0,1.0,1,2,365,17,40,66,324,0.0,212.5,283.3333333333333,False,True,False,31,0.0004017677782241,0.008738449176376,108
60.0,1,1.0,1.0,32.93064,-117.13951,0.0,1.0,1.0,0,31,1125,22,52,82,356,1.0,60.0,60.0,False,True,False,37,0.0874849337083165,0.0103455202892728,68
233.0,6,3.0,3.0,32.74274,-117.24956,1.0,1.0,1.0,0,3,365,13,24,35,279,1.0,77.66666666666667,116.5,True,False,False,14,0.2494977902772197,0.0295299316994777,85
100.0,3,1.0,2.0,37.78985,-122.40814,1.0,1.0,1.0,1,2,7,0,4,4,4,2.0,100.0,100.0,True,False,False,20,0.0095419847328244,0.06046605062274,29
224.0,8,4.0,4.0,37.73167,-122.47795,1.0,1.0,1.0,0,2,28,7,21,51,138,1.0,56.0,74.66666666666667,True,False,False,12,0.0419847328244274,0.0026617115307352,58
165.0,4,1.0,3.0,32.74652,-117.1619,0.0,1.0,0.99,1,1,365,19,44,74,269,3.0,165.0,165.0,True,False,False,20,0.0095419847328244,0.0271193250301325,66
60.0,1,1.0,2.0,32.74331,-117.10389,0.0,0.0,1.0,0,31,100,23,53,83,83,2.0,60.0,60.0,False,True,False,30,0.0137103254319003,0.0085375652872639,18
61.0,1,1.0,1.0,37.7861631,-122.4284746,0.0,1.0,1.0,0,30,90,0,0,0,254,1.0,61.0,61.0,False,True,False,39,0.0003515468059461,0.0242567296102852,135
384.0,10,3.0,5.0,32.7890456,-117.2353201,1.0,1.0,1.0,1,2,1125,13,36,61,325,1.6666666666666667,128.0,153.6,True,False,False,21,0.0186319807151466,0.0850743270389714,70
225.0,6,3.0,3.0,37.75545351905445,-122.41838828678804,1.0,1.0,1.0,1,30,365,0,0,0,255,1.0,75.0,112.5,True,False,False,18,0.2372940940136601,0.0269184411410204,69
244.0,2,0.0,1.0,37.78753,-122.421312,0.0,1.0,1.0,1,31,1125,0,0,0,66,1.0,113.0,244.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
103.0,2,1.0,1.0,37.71786794284224,-122.46850671744652,0.0,1.0,0.6,0,2,28,24,54,84,264,1.0,103.0,68.66666666666667,False,True,False,37,0.0874849337083165,0.0056247488951386,86
223.0,6,2.0,4.0,32.76167218948505,-117.25165988698868,1.0,0.0,1.0,0,3,150,16,46,52,135,2.0,111.5,111.5,True,False,False,14,0.2494977902772197,0.0850743270389714,70
57.0,1,1.0,1.0,37.7325,-122.44894,1.0,1.0,1.0,0,10,120,0,30,60,60,1.0,57.0,28.5,False,True,False,37,0.0874849337083165,0.0067798312575331,89
175.0,3,1.0,2.0,32.71523,-117.13446,0.0,1.0,1.0,0,31,360,0,0,0,0,2.0,175.0,175.0,True,False,False,14,0.2494977902772197,0.0120530333467255,3
162.0,2,1.0,1.0,32.78698,-117.2378,1.0,1.0,1.0,0,2,1125,8,35,61,243,1.0,162.0,162.0,True,False,False,11,0.0118521494576135,0.0850743270389714,70
159.0,6,1.0,4.0,32.6137157,-117.0658239,0.0,1.0,1.0,0,1,240,0,23,53,328,4.0,159.0,159.0,True,False,False,13,0.0311872237846524,0.002310164724789,120
325.0,2,4.0,4.0,32.827790350501665,-117.18447672956886,0.0,1.0,0.7,1,31,365,30,60,90,365,1.0,81.25,162.5,False,True,False,37,0.0874849337083165,0.0089895540377661,19
174.0,5,2.0,3.0,32.76991,-117.04332,1.0,1.0,1.0,0,2,730,13,43,73,343,1.5,87.0,174.0,True,False,False,14,0.2494977902772197,0.0047207713941341,20
208.0,5,2.0,2.0,32.71052,-117.15721,0.0,1.0,0.5,0,31,1125,28,58,88,363,1.0,104.0,104.0,True,False,False,10,0.1206307754118119,0.0264664523905182,31
99.0,2,1.0,1.0,37.78361,-122.45416,1.0,1.0,1.0,0,30,360,0,0,0,139,1.0,99.0,99.0,True,False,False,18,0.2372940940136601,0.0014061872237846,101
500.0,4,2.0,2.0,37.76768559975337,-122.43788761670936,0.0,1.0,1.0,0,3,7,27,57,87,177,1.0,250.0,500.0,True,False,False,14,0.2494977902772197,0.0138107673764564,14
175.0,2,1.0,2.0,32.74237,-117.13927,1.0,1.0,1.0,0,2,1125,0,0,0,0,2.0,175.0,175.0,True,False,False,13,0.0311872237846524,0.0276717557251908,82
56.0,2,1.0,1.0,32.6387,-117.08125,1.0,1.0,1.0,0,31,248,0,8,38,312,1.0,56.0,56.0,False,True,False,30,0.0137103254319003,0.006478505423865,83
167.0,4,2.0,2.0,32.75301,-117.14232,1.0,1.0,1.0,0,2,365,28,54,84,174,1.0,83.5,167.0,True,False,False,10,0.1206307754118119,0.0276717557251908,82
280.0,4,1.0,2.0,32.7288012,-117.1672652,0.0,0.0,1.0,1,1,1125,0,3,9,144,2.0,280.0,280.0,False,True,False,41,0.0030634793089594,0.0143631980715146,96
505.0,10,3.0,4.0,32.79593,-117.1357,0.0,1.0,0.97,1,31,365,21,51,81,355,1.3333333333333333,168.33333333333334,252.5,True,False,False,14,0.2494977902772197,0.0061269586179188,114
177.0,2,1.0,1.0,37.78372,-122.41085,0.0,0.0,1.0,0,30,365,10,40,70,345,1.0,177.0,177.0,True,False,False,18,0.2372940940136601,0.06046605062274,29
95.0,2,1.0,1.0,37.7359,-122.38547,1.0,1.0,1.0,0,2,32,6,22,46,321,1.0,95.0,95.0,False,True,False,37,0.0874849337083165,0.0074829248694254,8
132.0,4,2.0,2.0,32.74722,-117.18107,1.0,1.0,1.0,0,3,60,13,29,54,80,1.0,66.0,132.0,True,False,False,10,0.1206307754118119,0.010897950984331,87
175.0,2,1.0,2.0,37.78909753688109,-122.40608727745548,1.0,1.0,1.0,1,1,365,0,0,0,0,2.0,175.0,175.0,True,False,False,20,0.0095419847328244,0.0132583366813981,41
371.0,6,2.0,3.0,32.79762,-117.25305,1.0,1.0,1.0,0,1,90,19,49,79,233,1.5,185.5,371.0,True,False,False,8,0.0071815990357573,0.049768983527521,92
292.0,8,3.0,4.0,32.7663006,-117.2513646,1.0,1.0,1.0,1,1,365,14,39,65,340,1.3333333333333333,97.33333333333331,116.8,True,False,False,14,0.2494977902772197,0.0850743270389714,70
71.0,2,0.0,1.0,32.719101,-117.158577,0.0,1.0,1.0,1,1,28,21,51,52,52,1.0,113.0,71.0,True,False,False,18,0.2372940940136601,0.00863800723182,23
299.0,8,3.0,3.0,32.77128288442035,-117.25241776379237,0.0,1.0,1.0,0,31,365,0,30,60,335,1.0,99.66666666666669,99.66666666666669,True,False,False,18,0.2372940940136601,0.0850743270389714,70
212.0,8,2.0,4.0,32.7935746,-117.2519092,0.0,1.0,1.0,1,2,29,19,44,68,339,2.0,106.0,212.0,True,False,False,14,0.2494977902772197,0.049768983527521,92
199.0,5,2.0,2.0,37.76034,-122.41707,1.0,1.0,1.0,0,30,180,0,0,15,241,1.0,99.5,199.0,True,False,False,18,0.2372940940136601,0.0269184411410204,69
123.0,4,2.0,2.0,32.74009,-117.10761,1.0,1.0,1.0,0,2,365,21,46,70,237,1.0,61.5,123.0,True,False,False,14,0.2494977902772197,0.0085375652872639,18
132.0,2,1.0,1.0,37.78201,-122.39834,0.0,1.0,1.0,0,30,90,2,2,22,297,1.0,132.0,132.0,True,False,False,10,0.1206307754118119,0.0296805946163117,118
175.0,2,1.0,2.0,37.7926104,-122.3921621,0.0,0.0,1.0,1,1,1125,16,33,57,284,2.0,175.0,175.0,False,False,False,51,0.0708115709120128,0.0132583366813981,41
175.0,8,4.0,2.0,32.86047,-117.254984,1.0,1.0,1.0,1,1,1000,0,0,0,0,0.5,43.75,58.333333333333336,True,False,False,14,0.2494977902772197,0.040980313378867,55
173.0,4,2.0,3.0,32.80824,-117.25812,1.0,1.0,1.0,0,3,31,9,34,64,64,1.5,86.5,173.0,True,False,False,14,0.2494977902772197,0.049768983527521,92
399.0,6,3.0,4.0,37.7890848,-122.4129685,0.0,1.0,1.0,0,2,365,7,26,56,296,1.3333333333333333,133.0,199.5,True,False,False,10,0.1206307754118119,0.06046605062274,29
86.0,2,1.0,2.0,37.7937084,-122.4191336,0.0,1.0,1.0,1,30,365,22,30,60,335,2.0,86.0,86.0,False,True,False,28,0.0002511048613901,0.0180795500200883,76
242.0,8,3.0,4.0,32.7732104,-117.2523793,0.0,1.0,1.0,1,3,1125,12,37,67,342,1.3333333333333333,80.66666666666667,121.0,True,False,False,14,0.2494977902772197,0.0850743270389714,70
175.0,2,1.0,2.0,32.72605,-117.13123,0.0,1.0,1.0,0,3,13,0,0,0,0,2.0,175.0,175.0,True,False,False,13,0.0311872237846524,0.0120530333467255,3
564.0,10,4.0,6.0,32.74862,-117.216675,0.0,1.0,1.0,1,31,1125,0,0,0,0,1.5,141.0,188.0,True,False,False,14,0.2494977902772197,0.0179791080755323,62
